"ID","NAME","EXTERNAL ID","DATA CENTER","STATUS"
"a990q0000008bciAAA","ARSJSCCM01","ARSJSCCM01","","Item Updated"
"a990q0000008bcjAAA","ARSJSCCM03","ARSJSCCM03","","Item Updated"
"a990q0000008bckAAA","ARSJSCOM01","ARSJSCOM01","","Item Updated"
"a990q0000008csyAAA","ARSJSCOM02","ARSJSCOM02","","Item Created"
"a990q0000008cszAAA","ARSJSCOM03","ARSJSCOM03","","Item Created"
"a990q0000008bclAAA","ARSJSNAP01","ARSJSNAP01","","Item Updated"
"a990q0000008bcmAAA","ARSJSNAPVM01","ARSJSNAPVM01","","Item Updated"
"a990q0000008bcnAAA","ARSJSQL01","ARSJSQL01","","Item Updated"
"a990q0000008bcoAAA","ARSJSQL01DV","ARSJSQL01DV","","Item Updated"
"a990q0000008bcpAAA","ARSJSQL02","ARSJSQL02","","Item Updated"
"a990q0000008bcqAAA","ARSJSQL02DV","ARSJSQL02DV","","Item Updated"
"a990q0000008bcrAAA","ARSJSQL03","ARSJSQL03","","Item Updated"
"a990q0000008bcsAAA","ARSJSQL03DV","ARSJSQL03DV","","Item Updated"
"a990q0000008bctAAA","ARSJSRM01","ARSJSRM01","","Item Updated"
"a990q0000008bcuAAA","ARSJSRS01DV","ARSJSRS01DV","","Item Updated"
"a990q0000008bcvAAA","ARSJWEB01","ARSJWEB01","","Item Updated"
"a990q0000008bcwAAA","ARSJWEB01DV","ARSJWEB01DV","","Item Updated"
"a990q0000008bcxAAA","ARSJWEB02","ARSJWEB02","","Item Updated"
"a990q0000008bcyAAA","ARSJWUG01","ARSJWUG01","","Item Updated"
"a990q0000008bczAAA","ARSRAPP01","ARSRAPP01","","Item Updated"
"a990q0000008bd0AAA","ARSRAPP02","ARSRAPP02","Searose Data Center � EER3","Item Updated"
"a990q0000008bd1AAA","arsrapp03","arsrapp03","","Item Updated"
"a990q0000008bd2AAA","arsrapp04","arsrapp04","","Item Updated"
"a990q0000008bd3AAA","ARSRAPP05","ARSRAPP05","","Item Updated"
"a990q0000008bd4AAA","ARSRAPP06","ARSRAPP06","Searose Data Center � EER3","Item Updated"
"a990q0000008bd5AAA","ARSRCS10DEV01","ARSRCS10DEV01","","Item Updated"
"a990q0000008bd6AAA","ARSRCS10PRD01","ARSRCS10PRD01","","Item Updated"
"a990q0000008bd7AAA","ARSRCSDV01","ARSRCSDV01","","Item Updated"
"a990q0000008bd8AAA","ARSRDC01","ARSRDC01","","Item Updated"
"a990q0000008bd9AAA","ARSRESX01","ARSRESX01","","Item Updated"
"a990q0000008bdAAAQ","ARSRESX02","ARSRESX02","Searose Data Center � EER3","Item Updated"
"a990q0000008bdBAAQ","ARSRESX03","ARSRESX03","","Item Updated"
"a990q0000008bdCAAQ","ARSRLS01","ARSRLS01","St. John's 351 - Data Center","Item Updated"
"a990q0000008bdDAAQ","ARSRSCCM01","ARSRSCCM01","","Item Updated"
"a990q0000008bdEAAQ","ARSRSCCM02","ARSRSCCM02","","Item Updated"
"a990q0000008bdFAAQ","ARSRSCOM01","ARSRSCOM01","","Item Updated"
"a990q0000008bdGAAQ","ARSRSQL01","ARSRSQL01","St. John's 351 - Data Center","Item Updated"
"a990q0000008bdHAAQ","ARSRWEB01","ARSRWEB01","","Item Updated"
"a990q0000008bdIAAQ","ARWMBAK01","ARWMBAK01","","Item Updated"
"a990q0000008bdJAAQ","awf003","awf003","Lloydminster Data Center","Item Updated"
"a990q0000008bdKAAQ","awf005","awf005","","Item Updated"
"a990q0000008bdLAAQ","BOLNYLRS199","BOLNYLRS199","","Item Updated"
"a990q0000008bdMAAQ","BTL08060203","BTL08060203","WCP Data Center","Item Updated"
"a990q0000008bdNAAQ","btl08060204","btl08060204","","Item Updated"
"a990q0000008bdOAAQ","btl08061201","btl08061201","","Item Updated"
"a990q0000008bdPAAQ","btl08071701","btl08071701","","Item Updated"
"a990q0000008bdQAAQ","btl08071702","btl08071702","","Item Updated"
"a990q0000008bdRAAQ","btl08071703","btl08071703","","Item Updated"
"a990q0000008bdSAAQ","btl08090201","btl08090201","","Item Updated"
"a990q0000008bdTAAQ","btl08101401","btl08101401","","Item Updated"
"a990q0000008bdUAAQ","btl08101402","btl08101402","","Item Updated"
