ruledefaultname,monitorInstance,time,minvalue,avgvalue,maxvalue,server,serverid,metric,type,external id,unit
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,18.78871346,58.87307898,99.12346649,CGWAPP344PD.hq.huskyenergy.com,CGWAPP344PD,CPU Utilization,Baseline,CGWAPP344PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,38.62380219,51.40039698,85.16777039,CGWAPP397PD.hq.huskyenergy.com,CGWAPP397PD,CPU Utilization,Baseline,CGWAPP397PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,90.47975159,90.47975159,91.81165314,CGWAPP404PD.hq.huskyenergy.com,CGWAPP404PD,CPU Utilization,Baseline,CGWAPP404PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,12.44330597,16.49498947,48.744133,CGWAPP429PD.hq.huskyenergy.com,CGWAPP429PD,CPU Utilization,Baseline,CGWAPP429PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,29.28318977,55.83549155,99.84871674,CGWAPP522PD.hq.huskyenergy.com,CGWAPP522PD,CPU Utilization,Baseline,CGWAPP522PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,51.28347015,66.48664061,100,CGWAPP525PD,CGWAPP525PD,CPU Utilization,Baseline,CGWAPP525PD-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,16.01443291,19.16312599,22.31181908,CGWAPP544PD.hq.huskyenergy.com,CGWAPP544PD,CPU Utilization,Baseline,CGWAPP544PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,24.23786163,29.14941788,89.01255035,CGWAPP577PD.hq.huskyenergy.com,CGWAPP577PD,CPU Utilization,Baseline,CGWAPP577PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,100,100,100,CGWAPP581PD,CGWAPP581PD,CPU Utilization,Baseline,CGWAPP581PD-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.152490139,11.28867388,23.60298347,CGWAPP598PD.hq.huskyenergy.com,CGWAPP598PD,CPU Utilization,Baseline,CGWAPP598PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,39.01701736,50.59633446,77.78644562,CGWAPP815PD.hq.huskyenergy.com,CGWAPP815PD,CPU Utilization,Baseline,CGWAPP815PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.188971519,26.60114797,75.6051178,CGWAPP816PD.hq.huskyenergy.com,CGWAPP816PD,CPU Utilization,Baseline,CGWAPP816PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,20.57403946,27.04687373,45.90085602,CGWBTL849PD.hq.huskyenergy.com,CGWBTL849PD,CPU Utilization,Baseline,CGWBTL849PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.03187561,5.142271757,5.433255196,CGWDC11.hq.huskyenergy.com,CGWDC11,CPU Utilization,Baseline,CGWDC11.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,16.33310318,16.33310318,32.1507225,CGWGGX279PD.hq.huskyenergy.com,CGWGGX279PD,CPU Utilization,Baseline,CGWGGX279PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,12.98696232,15.53945363,60.2781601,CGWGGX590PD.hq.huskyenergy.com,CGWGGX590PD,CPU Utilization,Baseline,CGWGGX590PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,52.65770721,63.59303589,69.64498901,CGWHCN002PD.hq.huskyenergy.com,CGWHCN002PD,CPU Utilization,Baseline,CGWHCN002PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,81.85765839,88.77795792,95.69825745,CGWHCN006PD.hq.huskyenergy.com,CGWHCN006PD,CPU Utilization,Baseline,CGWHCN006PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,7.917944908,9.916633844,13.9016161,CGWHHN001PD.hq.huskyenergy.com,CGWHHN001PD,CPU Utilization,Baseline,CGWHHN001PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,18.97660637,47.27207613,76.63175964,CGWNWR636PD.hq.huskyenergy.com,CGWNWR636PD,CPU Utilization,Baseline,CGWNWR636PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,81.70998383,85.88311428,95.07313538,CGWNWR637PD.hq.huskyenergy.com,CGWNWR637PD,CPU Utilization,Baseline,CGWNWR637PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,58.69969559,72.17013822,99.29619598,CGWAPP301PD.hq.huskyenergy.com,CGWAPP301PD,CPU Utilization,Baseline,CGWAPP301PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,71.50048065,78.879673,88.08250427,CGWAPP391PD.hq.huskyenergy.com,CGWAPP391PD,CPU Utilization,Baseline,CGWAPP391PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.380979538,19.13332194,41.06225204,CGWAPP392PD.hq.huskyenergy.com,CGWAPP392PD,CPU Utilization,Baseline,CGWAPP392PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,30.03605461,30.03605461,50.62820053,CGWAPP393PD.hq.huskyenergy.com,CGWAPP393PD,CPU Utilization,Baseline,CGWAPP393PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.412046432,40.75917103,84.84707642,CGWAPP438PP.hq.huskyenergy.com,CGWAPP438PP,CPU Utilization,Baseline,CGWAPP438PP.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,13.84670639,21.75999917,40.31348419,CGWAPP547PD.hq.huskyenergy.com,CGWAPP547PD,CPU Utilization,Baseline,CGWAPP547PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.132249355,5.848962069,9.105928421,CGWAPP647PD,CGWAPP647PD,CPU Utilization,Baseline,CGWAPP647PD-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,51.78163147,74.27481061,99.87643433,CGWAPP663PD.hq.huskyenergy.com,CGWAPP663PD,CPU Utilization,Baseline,CGWAPP663PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,61.59753036,72.41480764,99.4221344,CGWAPP699PD.hq.huskyenergy.com,CGWAPP699PD,CPU Utilization,Baseline,CGWAPP699PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,12.06347275,56.00681591,93.94216156,CGWAPP848PD.hq.huskyenergy.com,CGWAPP848PD,CPU Utilization,Baseline,CGWAPP848PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,4.856138229,14.93207946,27.77947807,CGWAPP900PD.hq.huskyenergy.com,CGWAPP900PD,CPU Utilization,Baseline,CGWAPP900PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,9.57599926,21.9398137,34.18644333,CGWAPP970QA.hq.huskyenergy.com,CGWAPP970QA,CPU Utilization,Baseline,CGWAPP970QA.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.175461292,16.58245042,35.8024826,CGWAPP977PD.hq.huskyenergy.com,CGWAPP977PD,CPU Utilization,Baseline,CGWAPP977PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,68.44332123,86.69133759,100,CGWBTL016PD.hq.huskyenergy.com,CGWBTL016PD,CPU Utilization,Baseline,CGWBTL016PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.977836609,29.54615846,52.94607162,CGWBTL510PD.hq.huskyenergy.com,CGWBTL510PD,CPU Utilization,Baseline,CGWBTL510PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,56.69462585,62.78315735,71.88010406,CGWHCN001PD.hq.huskyenergy.com,CGWHCN001PD,CPU Utilization,Baseline,CGWHCN001PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,80.03798676,82.94619242,85.36143494,CGWHCN007PD.hq.huskyenergy.com,CGWHCN007PD,CPU Utilization,Baseline,CGWHCN007PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,98.41604614,98.90643311,99.52533722,CGWHVN001PD.hq.huskyenergy.com,CGWHVN001PD,CPU Utilization,Baseline,CGWHVN001PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,26.61166382,36.84565598,84.78075409,CGWIPS031PD.hq.huskyenergy.com,CGWIPS031PD,CPU Utilization,Baseline,CGWIPS031PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,1.694923878,1.694923878,2.171010017,CGWLEB323PD.hq.huskyenergy.com,CGWLEB323PD,CPU Utilization,Baseline,CGWLEB323PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,19.28481293,19.70271174,23.8172245,CGWLFA317PD.hq.huskyenergy.com,CGWLFA317PD,CPU Utilization,Baseline,CGWLFA317PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,16.86964607,16.86964607,20.80337715,CGWLFC319PD.hq.huskyenergy.com,CGWLFC319PD,CPU Utilization,Baseline,CGWLFC319PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,15.57205009,49.95772622,96.5555191,cgwscom449pd.hq.huskyenergy.com,cgwscom449pd,CPU Utilization,Baseline,cgwscom449pd.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.773340225,26.50513562,99.78581238,cgwscom452pd.hq.huskyenergy.com,cgwscom452pd,CPU Utilization,Baseline,cgwscom452pd.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,2.067614079,2.530225883,7.05513382,CGWAPP250PD.hq.huskyenergy.com,CGWAPP250PD,CPU Utilization,Baseline,CGWAPP250PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,92.05384064,92.05384064,99.52853394,CGWAPP260PD.hq.huskyenergy.com,CGWAPP260PD,CPU Utilization,Baseline,CGWAPP260PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.657261848,26.01240629,47.12857056,CGWAPP440PD.hq.huskyenergy.com,CGWAPP440PD,CPU Utilization,Baseline,CGWAPP440PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.201111794,31.53539085,81.59122467,CGWAPP524PD.hq.huskyenergy.com,CGWAPP524PD,CPU Utilization,Baseline,CGWAPP524PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,26.35639191,30.36547895,99.32197571,CGWAPP603PD.hq.huskyenergy.com,CGWAPP603PD,CPU Utilization,Baseline,CGWAPP603PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,16.61154938,45.78637924,84.52392578,CGWAPP615PD,CGWAPP615PD,CPU Utilization,Baseline,CGWAPP615PD-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,38.30793381,49.82508183,83.15621948,CGWAPP631PD.hq.huskyenergy.com,CGWAPP631PD,CPU Utilization,Baseline,CGWAPP631PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.054068089,47.98913789,90.52727509,CGWAPP659PD.hq.huskyenergy.com,CGWAPP659PD,CPU Utilization,Baseline,CGWAPP659PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,7.549568653,29.33182187,93.39147949,CGWAPP673PD.hq.huskyenergy.com,CGWAPP673PD,CPU Utilization,Baseline,CGWAPP673PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,26.58872604,41.62152719,91.68836212,CGWAPP697PD.hq.huskyenergy.com,CGWAPP697PD,CPU Utilization,Baseline,CGWAPP697PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,78.55365753,85.06530991,99.23556519,CGWAPP969PD.hq.huskyenergy.com,CGWAPP969PD,CPU Utilization,Baseline,CGWAPP969PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,13.24440289,42.15382499,93.60925293,CGWBES216PD.hq.huskyenergy.com,CGWBES216PD,CPU Utilization,Baseline,CGWBES216PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,58.57045746,82.86142731,99.8801651,CGWBTL017PD.hq.huskyenergy.com,CGWBTL017PD,CPU Utilization,Baseline,CGWBTL017PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,71.79748535,89.5473938,100,CGWBTL019PD.hq.huskyenergy.com,CGWBTL019PD,CPU Utilization,Baseline,CGWBTL019PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,13.32880592,15.74899292,23.64078903,CGWGGX283PD.hq.huskyenergy.com,CGWGGX283PD,CPU Utilization,Baseline,CGWGGX283PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,14.57475853,16.03412914,18.32821465,CGWLSB321PD.hq.huskyenergy.com,CGWLSB321PD,CPU Utilization,Baseline,CGWLSB321PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,13.62645245,21.69550672,39.04292679,CGWNWR415PD.hq.huskyenergy.com,CGWNWR415PD,CPU Utilization,Baseline,CGWNWR415PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,32.59506607,45.59414196,66.46627808,CGWPDM122PD.hq.huskyenergy.com,CGWPDM122PD,CPU Utilization,Baseline,CGWPDM122PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,4.898907661,8.885795355,20.58680916,CGWSAP342PD.hq.huskyenergy.com,CGWSAP342PD,CPU Utilization,Baseline,CGWSAP342PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,12.89221191,35.45157394,100,cgwscom348pd.hq.huskyenergy.com,cgwscom348pd,CPU Utilization,Baseline,cgwscom348pd.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,21.87870026,46.24259341,99.99866486,CGWSCOM365PD,CGWSCOM365PD,CPU Utilization,Baseline,CGWSCOM365PD-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,7.6353302,39.69590731,100,cgwscom459pd.hq.huskyenergy.com,cgwscom459pd,CPU Utilization,Baseline,cgwscom459pd.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.249026299,10.20987946,32.09348297,CGWSOL417PD.hq.huskyenergy.com,CGWSOL417PD,CPU Utilization,Baseline,CGWSOL417PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,54.89151764,70.92128468,96.222229,CGWSQL015PD.hq.huskyenergy.com,CGWSQL015PD,CPU Utilization,Baseline,CGWSQL015PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,54.44868088,72.05838871,100,CGWSQL1172PD.hq.huskyenergy.com,CGWSQL1172PD,CPU Utilization,Baseline,CGWSQL1172PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,15.44151783,47.53578339,99.97786713,CGWAPP428PD.hq.huskyenergy.com,CGWAPP428PD,CPU Utilization,Baseline,CGWAPP428PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.787941933,27.87683582,76.74176788,CGWAPP660PD.hq.huskyenergy.com,CGWAPP660PD,CPU Utilization,Baseline,CGWAPP660PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.096264839,35.2231711,99.92928314,CGWAPP661PD.hq.huskyenergy.com,CGWAPP661PD,CPU Utilization,Baseline,CGWAPP661PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,99.64531708,99.65082932,99.91136169,CGWAPP741PD.hq.huskyenergy.com,CGWAPP741PD,CPU Utilization,Baseline,CGWAPP741PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,4.43747139,19.24040177,57.13985062,CGWAPP847PD.hq.huskyenergy.com,CGWAPP847PD,CPU Utilization,Baseline,CGWAPP847PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.009575844,33.01083892,74.14929199,CGWAPP896PD.hq.huskyenergy.com,CGWAPP896PD,CPU Utilization,Baseline,CGWAPP896PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.047077656,28.52336248,77.35953522,CGWBTL013PD.hq.huskyenergy.com,CGWBTL013PD,CPU Utilization,Baseline,CGWBTL013PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,86.50102997,94.07613373,100,CGWBTL015PD.hq.huskyenergy.com,CGWBTL015PD,CPU Utilization,Baseline,CGWBTL015PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,6.23012352,31.14919662,72.54742432,CGWBTL706PD.hq.huskyenergy.com,CGWBTL706PD,CPU Utilization,Baseline,CGWBTL706PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.51284647,46.69702315,99.99711609,CGWBTL844PD.hq.huskyenergy.com,CGWBTL844PD,CPU Utilization,Baseline,CGWBTL844PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,87.95970154,95.5839831,99.51430511,CGWEPO952PD.hq.huskyenergy.com,CGWEPO952PD,CPU Utilization,Baseline,CGWEPO952PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,18.81933975,18.81933975,28.09704399,CGWGGX280PD.hq.huskyenergy.com,CGWGGX280PD,CPU Utilization,Baseline,CGWGGX280PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,0.784539461,2.447879314,7.055909157,CGWHCN003PD.hq.huskyenergy.com,CGWHCN003PD,CPU Utilization,Baseline,CGWHCN003PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,68.79862976,68.79862976,79.66104889,CGWHCN009PD.hq.huskyenergy.com,CGWHCN009PD,CPU Utilization,Baseline,CGWHCN009PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,5.161998749,5.161998749,6.260491848,CGWLCA324PD.hq.huskyenergy.com,CGWLCA324PD,CPU Utilization,Baseline,CGWLCA324PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,10.99994946,11.91749096,26.02708244,CGWLZM420PD.hq.huskyenergy.com,CGWLZM420PD,CPU Utilization,Baseline,CGWLZM420PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,87.68295288,90.74515533,100,CGWNWR635PD.hq.huskyenergy.com,CGWNWR635PD,CPU Utilization,Baseline,CGWNWR635PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,52.86244965,76.62004693,99.91423035,CGWPEL055PD.hq.huskyenergy.com,CGWPEL055PD,CPU Utilization,Baseline,CGWPEL055PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,17.41948891,24.64003849,60.6840477,CGWSCOM345PD,CGWSCOM345PD,CPU Utilization,Baseline,CGWSCOM345PD-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,15.86542797,37.363235,100,cgwscom461pd.hq.huskyenergy.com,cgwscom461pd,CPU Utilization,Baseline,cgwscom461pd.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,31.66216278,35.05976486,81.42793274,CGWSQL1019PD.hq.huskyenergy.com,CGWSQL1019PD,CPU Utilization,Baseline,CGWSQL1019PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,23.4476738,41.08475955,85.49710846,CGWSQL1084PD.hq.huskyenergy.com,CGWSQL1084PD,CPU Utilization,Baseline,CGWSQL1084PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,18.32853508,52.76595612,99.99479675,CGWSQL123PD.hq.huskyenergy.com,CGWSQL123PD,CPU Utilization,Baseline,CGWSQL123PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,12.18175125,51.02379417,100,CGWSQL402PD.hq.huskyenergy.com,CGWSQL402PD,CPU Utilization,Baseline,CGWSQL402PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
Processor Information % Processor Time Total Windows Server 2008 R2,_Total,2017-11-10T12:00:00Z,8.212922096,35.615271,81.16950989,CGWAPP651PD.hq.huskyenergy.com,CGWAPP651PD,CPU Utilization,Baseline,CGWAPP651PD.hq.huskyenergy.com-CPU Utilization-_Total-Baseline,%
