"ID","WELL_LOCATION","SINGLE_WELL_BATTERY","GAS_OIL_RATIO","SUM(WBT.PRORATED_OIL)","MAX(WBT.PRODUCTION_DATE)","STATUS"
"a8k16000000fzeuAAA","193120605023W300","N","0.023","28.14","08-MAY-18","Item Updated"
"a8k16000000g1LhAAI","193111605223W300","N","0.05127","0","08-MAY-18","Item Updated"
"a8k16000000g0I4AAI","193111205027W300","N","0","10.75","08-MAY-18","Item Updated"
"a8k16000000fxVfAAI","193110704819W300","N","0.0116","799.83","08-MAY-18","Item Updated"
"a8k16000000fztAAAQ","193110605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzp3AAA","193103205223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000bm6bAAA","193102104028W300","N","0.01869","13.81","07-MAY-18","Item Updated"
"a8k16000000bm5pAAA","193101604028W300","N","0.04","15.72","07-MAY-18","Item Updated"
"a8k16000000fzXnAAI","193100605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzEnAAI","193100105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzeEAAQ","193092905223W300","N","0.03905","40.72","08-MAY-18","Item Updated"
"a8k16000000fy7AAAQ","193092304723W300","N","0.0305","34.32","08-MAY-18","Item Updated"
"a8k16000000fy3GAAQ","193091304723W300","N","0.37","25.28","08-MAY-18","Item Updated"
"a8k16000000fzelAAA","193091204924W300","N","0.04181","135.8","08-MAY-18","Item Updated"
"a8k16000000fzeBAAQ","193090805223W300","N","0.03905","0","08-MAY-18","Item Updated"
"a8k16000000g1MuAAI","193090704722W300","N","0.06393","0.25","08-MAY-18","Item Updated"
"a8k16000000g1oUAAQ","193090605323W300","N","0.03905","50.98","08-MAY-18","Item Updated"
"a8k16000000fxr1AAA","193090605026W300","N","0","28.2","08-MAY-18","Item Updated"
"a8k16000000fzUBAAY","193090605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000bm6rAAA","193090304028W300","N","0.00001","0","07-MAY-18","Item Updated"
"a8k16000000fy74AAA","193082304723W300","N","0.086","5.71","08-MAY-18","Item Updated"
"a8k16000000fxnNAAQ","193081304723W300","N","0.21","0","08-MAY-18","Item Updated"
"a8k16000000g1MvAAI","193080704722W300","N","0.02335","17.95","08-MAY-18","Item Updated"
"a8k16000000g1muAAA","193080605323W300","N","0.03905","144.32","08-MAY-18","Item Updated"
"a8k16000000fzt7AAA","193080605023W300","N","0.08316","0","08-MAY-18","Item Updated"
"a8k16000000bm6YAAQ","193072904028W300","N","0.01079","4.46","07-MAY-18","Item Updated"
"a8k16000000fzTxAAI","193070605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g12QAAQ","193062404821W300","N","0.0241","1395.22","08-MAY-18","Item Updated"
"a8k16000000bm60AAA","193062004028W300","N","0.00001","0","07-MAY-18","Item Updated"
"a8k16000000fzKfAAI","193061705223W300","N","0.03905","0","08-MAY-18","Item Updated"
"a8k16000000g0I0AAI","193061205027W300","N","0","10.75","08-MAY-18","Item Updated"
"a8k16000000g0xBAAQ","193060705023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz84AAA","193060605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g29BAAQ","193052904028W300","N","0.02927","15.93","07-MAY-18","Item Updated"
"a8k16000000g1sTAAQ","193052004028W300","N","0.00001","15.23","07-MAY-18","Item Updated"
"a8k16000000g20QAAQ","193051804923W300","N","0.04181","307.79","08-MAY-18","Item Updated"
"a8k16000000g1nQAAQ","193051605223W300","N","0.03905","374.5","08-MAY-18","Item Updated"
"a8k16000000g0x3AAA","193051405124W300","N","0.0507","521.47","08-MAY-18","Item Updated"
"a8k16000000g0wPAAQ","193050705323W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fxyyAAA","193050105027W300","N","0","28.66","08-MAY-18","Item Updated"
"a8k16000000fzsqAAA","193043305223W300","N","0.03905","0","08-MAY-18","Item Updated"
"a8k16000000fzeUAAQ","193041804923W302","N","0.01923","0","08-MAY-18","Item Updated"
"a8k16000000g1CBAAY","193040704923W300","N","0.04181","441.02","08-MAY-18","Item Updated"
"a8k16000000fzpHAAQ","193040605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fxv0AAA","193040105027W300","N","0","16.43","08-MAY-18","Item Updated"
"a8k16000000g109AAA","193040104723W300","N","0","11.17","08-MAY-18","Item Updated"
"a8k16000000g12UAAQ","193032404821W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g299AAA","193032104028W300","N","0.04598","13.32","07-MAY-18","Item Updated"
"a8k16000000fz33AAA","193031605223W300","N","0.03905","142.4","08-MAY-18","Item Updated"
"a8k16000000g0whAAA","193031505124W300","N","0.0205","0","08-MAY-18","Item Updated"
"a8k16000000g1J2AAI","193031305027W300","N","0","3.97","08-MAY-18","Item Updated"
"a8k16000000fzB4AAI","193030705323W300","N","0.03905","248.14","08-MAY-18","Item Updated"
"a8k16000000g20FAAQ","193030404821W300","N","0.00872","0","08-MAY-18","Item Updated"
"a8k16000000g12ZAAQ","193022404821W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g1wdAAA","193021705223W300","N","0.03905","69.09","08-MAY-18","Item Updated"
"a8k16000000g1J0AAI","193021305027W300","N","0","12.55","08-MAY-18","Item Updated"
"a8k16000000g20DAAQ","193020404821W300","N","0.00872","0","08-MAY-18","Item Updated"
"a8k16000000fziQAAQ","193020105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g0uXAAQ","193020104819W300","N","0.0095","749.33","08-MAY-18","Item Updated"
"a8k16000000g0xzAAA","193020104723W300","N","0","6.12","08-MAY-18","Item Updated"
"a8k16000000fy3NAAQ","193012304723W300","N","0.28875","0","08-MAY-18","Item Updated"
"a8k16000000fz2vAAA","193011605223W300","N","0.03905","61.58","08-MAY-18","Item Updated"
"a8k16000000fzi6AAA","193011304924W302","N","0.04181","54.62","08-MAY-18","Item Updated"
"a8k16000000fxjBAAQ","193011304723W300","N","0.19625","18.8","08-MAY-18","Item Updated"
"a8k16000000fzXKAAY","193010404821W300","N","0.00872","0","08-MAY-18","Item Updated"
"a8k16000000g0xuAAA","193010104723W300","N","0","21.53","08-MAY-18","Item Updated"
"a8k16000000g1IqAAI","192163104926W300","N","0","14.34","08-MAY-18","Item Updated"
"a8k16000000fz3hAAA","192163104923W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzHjAAI","192162705324W300","N","0.034","0","08-MAY-18","Item Updated"
"a8k16000000fy3JAAQ","192161304723W300","N","0.066","12.33","08-MAY-18","Item Updated"
"a8k16000000bm7CAAQ","192160904028W300","N","0","18.12","07-MAY-18","Item Updated"
"a8k16000000g1oRAAQ","192160805223W300","N","0.03905","300.22","08-MAY-18","Item Updated"
"a8k16000000g1N0AAI","192160704722W300","N","0.06","11.02","08-MAY-18","Item Updated"
"a8k16000000fxr8AAA","192160605026W300","N","0","3.61","08-MAY-18","Item Updated"
"a8k16000000fztGAAQ","192160105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g0uVAAQ","192153604719W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fz7IAAQ","192153305223W300","N","0.03905","19.6","08-MAY-18","Item Updated"
"a8k16000000fzp8AAA","192153205223W300","N","0.03905","0","08-MAY-18","Item Updated"
"a8k16000000fztLAAQ","192153104923W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g1oNAAQ","192152305324W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fyArAAI","192152304723W300","N","0.02225","8.65","08-MAY-18","Item Updated"
"a8k16000000g29MAAQ","192151604028W300","N","0.06202","0","07-MAY-18","Item Updated"
"a8k16000000fz7VAAQ","192150605323W300","N","0.03905","48.81","08-MAY-18","Item Updated"
"a8k16000000g29GAAQ","192150304028W300","N","0.02372","0","07-MAY-18","Item Updated"
"a8k16000000fz3NAAQ","192143305223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fztJAAQ","192143104923W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzEfAAI","192142305324W300","N","0.034","0","08-MAY-18","Item Updated"
"a8k16000000fziLAAQ","192140605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g13lAAA","192140604923W300","N","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000fxVPAAY","192140504819W300","N","0.0116","813.08","08-MAY-18","Item Updated"
"a8k16000000g1IwAAI","192133604927W300","N","0","16.14","08-MAY-18","Item Updated"
"a8k16000000g29pAAA","192132004028W300","N","0.00001","8.99","07-MAY-18","Item Updated"
"a8k16000000fzE2AAI","192131804426W300","N","0.076","19.56","08-MAY-18","Item Updated"
"a8k16000000bm7UAAQ","192131504028W300","N","0.00001","5.58","07-MAY-18","Item Updated"
"a8k16000000fy6UAAQ","192130105027W300","N","0","16.14","08-MAY-18","Item Updated"
"a8k16000000g0ueAAA","192130104819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g1GjAAI","192123604927W300","N","0","71.25","08-MAY-18","Item Updated"
"a8k16000000bm7hAAA","192121604028W300","N","0.05573","11.26","07-MAY-18","Item Updated"
"a8k16000000g1qgAAA","192121005124W300","N","0.0507","885.89","08-MAY-18","Item Updated"
"a8k16000000bm73AAA","192121004028W300","N","0.03046","25.68","07-MAY-18","Item Updated"
"a8k16000000g0wLAAQ","192120705323W300","N","0.03905","182.8","08-MAY-18","Item Updated"
"a8k16000000fzb3AAA","192120704923W300","N","0.01923","0","08-MAY-18","Item Updated"
"a8k16000000fzetAAA","192120605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz7OAAQ","192120505323W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000g1LgAAI","192111605223W300","N","0.03905","642.73","08-MAY-18","Item Updated"
"a8k16000000g0I3AAI","192111205027W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fxVeAAI","192110704819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000bm6aAAA","192102104028W300","N","0.01523","13.74","07-MAY-18","Item Updated"
"a8k16000000fzE0AAI","192101804426W300","N","0.11523","14.29","08-MAY-18","Item Updated"
"a8k16000000g292AAA","192101604028W300","N","0.02564","14.87","07-MAY-18","Item Updated"
"a8k16000000fzsYAAQ","192100805223W300","N","0.03905","25.6","08-MAY-18","Item Updated"
"a8k16000000fxr5AAA","192100605026W300","N","0","16.81","08-MAY-18","Item Updated"
"a8k16000000fzXmAAI","192100605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g29FAAQ","192100304028W300","N","0.02817","9.83","07-MAY-18","Item Updated"
"a8k16000000g1GkAAI","192092504927W300","N","0","52.2","08-MAY-18","Item Updated"
"a8k16000000fy79AAA","192092304723W300","N","0.15187","20.37","08-MAY-18","Item Updated"
"a8k16000000g1CdAAI","192091905122W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzQbAAI","192091705223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fy3FAAQ","192091304723W300","N","0.16727","2.45","08-MAY-18","Item Updated"
"a8k16000000fzekAAA","192091204924W300","N","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000g1OaAAI","192090704722W300","N","0.076","16.7","08-MAY-18","Item Updated"
"a8k16000000fz7TAAQ","192090605323W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fzUAAAY","192090605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g29EAAQ","192090304028W300","N","0.01339","14.38","07-MAY-18","Item Updated"
"a8k16000000fzlHAAQ","192083205223W300","N","0.03905","0","08-MAY-18","Item Updated"
"a8k16000000fy73AAA","192082304723W300","N","0.1","0","08-MAY-18","Item Updated"
"a8k16000000g1CmAAI","192081905122W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzNXAAY","192081705223W300","N","0.03905","34.95","08-MAY-18","Item Updated"
"a8k16000000fxnMAAQ","192081304723W300","N","0.25","0","08-MAY-18","Item Updated"
"a8k16000000g1oOAAQ","192080705223W300","N","0.03905","0","08-MAY-18","Item Updated"
"a8k16000000g0DaAAI","192080705026W300","N","0","13.45","08-MAY-18","Item Updated"
"a8k16000000g1ObAAI","192080704722W300","N","0.04","32.6","08-MAY-18","Item Updated"
"a8k16000000fz7QAAQ","192080605323W300","N","0.03905","54.25","08-MAY-18","Item Updated"
"a8k16000000fzBcAAI","192080605023W300","N","0.023","0.48","08-MAY-18","Item Updated"
"a8k16000000fz7oAAA","192080105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000bm6XAAQ","192072904028W300","N","0.01389","14.73","07-MAY-18","Item Updated"
"a8k16000000g29AAAQ","192072104028W300","N","0.04819","4.88","07-MAY-18","Item Updated"
"a8k16000000bm67AAA","192072004028W300","N","0.01166","0","07-MAY-18","Item Updated"
"a8k16000000fxmzAAA","192070605026W300","N","0","21.5","08-MAY-18","Item Updated"
"a8k16000000fzBaAAI","192070605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzbQAAQ","192070105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g12PAAQ","192062404821W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g29LAAQ","192061504028W300","N","0.03947","10.19","07-MAY-18","Item Updated"
"a8k16000000fz3XAAQ","192060705023W300","N","0.041","0","08-MAY-18","Item Updated"
"a8k16000000fxVqAAI","192060704819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fzt0AAA","192060605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g20PAAQ","192051804923W300","N","0.01923","0","08-MAY-18","Item Updated"
"a8k16000000fzKZAAY","192051705223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fz37AAA","192051605223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000g0x2AAA","192051405124W300","N","0.005","0","08-MAY-18","Item Updated"
"a8k16000000g0wOAAQ","192050705323W300","N","0.03905","973.91","08-MAY-18","Item Updated"
"a8k16000000fzbIAAQ","192041804923W302","N","0.04181","187.18","08-MAY-18","Item Updated"
"a8k16000000g1CKAAY","192040704923W300","N","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000fzpGAAQ","192040605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g1xXAAQ","192040404821W300","N","0.00872","0","08-MAY-18","Item Updated"
"a8k16000000g28SAAQ","192032104028W300","N","0.04233","16.7","07-MAY-18","Item Updated"
"a8k16000000fz7HAAQ","192031705223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fz32AAA","192031605223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000g0wgAAA","192031505124W300","N","0.0507","351.38","08-MAY-18","Item Updated"
"a8k16000000fzB3AAI","192030705323W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000g13jAAA","192030704923W300","N","0.01933","0","08-MAY-18","Item Updated"
"a8k16000000fz7tAAA","192030605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g20EAAQ","192030404821W300","N","0.00872","728.97","08-MAY-18","Item Updated"
"a8k16000000fzBkAAI","192030105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g12YAAQ","192022404821W300","N","0.0241","0","08-MAY-18","Item Updated"
"a8k16000000bm5uAAA","192022004028W300","N","0.02768","10.84","07-MAY-18","Item Updated"
"a8k16000000g1wfAAA","192021705223W300","N","0.03905","167.93","08-MAY-18","Item Updated"
"a8k16000000g20CAAQ","192020404821W300","N","0.00872","1005.68","08-MAY-18","Item Updated"
"a8k16000000fz3fAAA","192020105024W300","N","0.08316","0","08-MAY-18","Item Updated"
"a8k16000000g0uWAAQ","192020104819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fz75AAA","192011705223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fz2uAAA","192011605223W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fzi5AAA","192011304924W302","N","0.01923","0","08-MAY-18","Item Updated"
"a8k16000000fxjAAAQ","192011304723W300","N","0.07022","14.4","08-MAY-18","Item Updated"
"a8k16000000g0BFAAY","192010705026W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g1OiAAI","192010704722W300","N","0.01202","21.6","08-MAY-18","Item Updated"
"a8k16000000fxmrAAA","192010605026W300","N","0","7.16","08-MAY-18","Item Updated"
"a8k16000000fz3rAAA","192010605023W300","N","0.023","54.46","08-MAY-18","Item Updated"
"a8k16000000fzXJAAY","192010404821W300","N","0.00872","0","08-MAY-18","Item Updated"
"a8k16000000fz3aAAA","192010105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g0uGAAQ","192010104819W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0xtAAA","192010104723W300","N","0","15.41","08-MAY-18","Item Updated"
"a8k16000000fxZiAAI","191163305224W302","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fxZhAAI","191163305224W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000fztPAAQ","191163104923W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzHiAAI","191162705324W300","N","0.034","0","08-MAY-18","Item Updated"
"a8k16000000g1CYAAY","191161905122W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g28sAAA","191161604028W300","N","0.02062","17.41","07-MAY-18","Item Updated"
"a8k16000000fy3IAAQ","191161304723W300","N","0.06","10.06","08-MAY-18","Item Updated"
"a8k16000000fzT6AAI","191161304427W300","N","0.19","0","08-MAY-18","Item Updated"
"a8k16000000g28nAAA","191160904028W300","N","0.02143","11.54","07-MAY-18","Item Updated"
"a8k16000000g0uUAAQ","191153604719W300","N","0.0095","553.83","08-MAY-18","Item Updated"
"a8k16000000fxiwAAA","191153104926W300","N","0","7.16","08-MAY-18","Item Updated"
"a8k16000000g1mkAAA","191152305324W300","N","0.0172","413.77","08-MAY-18","Item Updated"
"a8k16000000fyAqAAI","191152304723W300","N","0.076","6.59","08-MAY-18","Item Updated"
"a8k16000000fzN8AAI","191152004426W300","N","0.008","28.9","08-MAY-18","Item Updated"
"a8k16000000fzBgAAI","191150605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz3MAAQ","191143305223W300","N","0.03905","41.41","08-MAY-18","Item Updated"
"a8k16000000g0u3AAA","191142504927W300","N","0.0023","40.84","08-MAY-18","Item Updated"
"a8k16000000fzEeAAI","191142305324W300","N","0.0172","170.67","08-MAY-18","Item Updated"
"a8k16000000g1u2AAA","191140704426W300","N","0.065","0","08-MAY-18","Item Updated"
"a8k16000000fziKAAQ","191140605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g13kAAA","191140604923W300","N","0.04181","224.56","08-MAY-18","Item Updated"
"a8k16000000g0HrAAI","191140105027W300","N","0","22.47","08-MAY-18","Item Updated"
"a8k16000000g29oAAA","191132004028W300","N","0.00001","17.56","07-MAY-18","Item Updated"
"a8k16000000fzDxAAI","191131704426W300","N","0.002","51.23","08-MAY-18","Item Updated"
"a8k16000000fxnTAAQ","191131304723W300","N","0","0","08-MAY-18","Item Updated"
"a8k16000000g0udAAA","191130104819W300","N","0.0095","571.6","08-MAY-18","Item Updated"
"a8k16000000fy7CAAQ","191122304723W300","N","0","0","02-MAY-18","Item Updated"
"a8k16000000g297AAA","191122004028W300","N","0.00185","12.97","07-MAY-18","Item Updated"
"a8k16000000g29HAAQ","191121004028W300","N","0.00731","37.69","07-MAY-18","Item Updated"
"a8k16000000fz7NAAQ","191120505323W300","N","0.03905","8.53","08-MAY-18","Item Updated"
"a8k16000000fy2rAAA","191120105027W300","N","0","43.92","08-MAY-18","Item Updated"
"a8k16000000g1oWAAQ","191113305223W300","N","0.03905","58.9","08-MAY-18","Item Updated"
"a8k16000000g0yCAAQ","191110705023W300","N","0.023","106.79","08-MAY-18","Item Updated"
"a8k16000000fxVdAAI","191110704819W300","N","0.0116","442.22","08-MAY-18","Item Updated"
"a8k16000000fzbNAAQ","191110605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000bm7nAAA","191102104028W300","N","0.00001","8.84","07-MAY-18","Item Updated"
"a8k16000000fzTnAAI","191102005223W300","N","0.03905","0","08-MAY-18","Item Updated"
"a8k16000000fzKKAAY","191102004426W300","N","0.09652","33.87","08-MAY-18","Item Updated"
"a8k16000000g28rAAA","191101604028W300","N","0.02076","17.77","07-MAY-18","Item Updated"
"a8k16000000fxr4AAA","191100605026W300","N","0","42.41","08-MAY-18","Item Updated"
"a8k16000000fzXlAAI","191100605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000bm6tAAA","191100304028W300","N","0.17424","2.91","07-MAY-18","Item Updated"
"a8k16000000fzElAAI","191100105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzTAAAY","191092404427W300","N","0.0322","9.05","08-MAY-18","Item Updated"
"a8k16000000fy78AAA","191092304723W300","N","0.12","8.97","08-MAY-18","Item Updated"
"a8k16000000fzNeAAI","191091705223W300","N","0.03905","36.06","08-MAY-18","Item Updated"
"a8k16000000fxzYAAQ","191091304723W300","N","0.0528","7.84","08-MAY-18","Item Updated"
"a8k16000000fzejAAA","191091204924W300","N","0.04181","0","08-MAY-18","Item Updated"
"a8k16000000fze9AAA","191090805223W300","N","0.03905","132.07","08-MAY-18","Item Updated"
"a8k16000000g1XvAAI","191090704722W300","N","0.06","29.71","08-MAY-18","Item Updated"
"a8k16000000fz7SAAQ","191090605323W300","N","0.03905","293.77","08-MAY-18","Item Updated"
"a8k16000000fzU9AAI","191090605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g28dAAA","191090304028W300","N","0.00001","0","07-MAY-18","Item Updated"
"a8k16000000g1ItAAI","191090105027W300","N","0","38.08","08-MAY-18","Item Updated"
"a8k16000000fzlpAAA","191090105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fy72AAA","191082304723W300","N","0.11529","0.37","08-MAY-18","Item Updated"
"a8k16000000fxnLAAQ","191081304723W300","N","0","19.19","08-MAY-18","Item Updated"
"a8k16000000g0LpAAI","191081304427W300","N","0.07658","32.63","08-MAY-18","Item Updated"
"a8k16000000g1oPAAQ","191080705223W300","N","0.03905","132.78","08-MAY-18","Item Updated"
"a8k16000000g0DZAAY","191080705026W300","N","0","1.74","08-MAY-18","Item Updated"
"a8k16000000fzBbAAI","191080605023W300","N","0.023","5.43","08-MAY-18","Item Updated"
"a8k16000000g0vhAAA","191080105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fzQSAAY","191073004426W300","N","0.008","10.84","08-MAY-18","Item Updated"
"a8k16000000bm6WAAQ","191072904028W300","N","0.02143","8.99","07-MAY-18","Item Updated"
"a8k16000000g28TAAQ","191072104028W300","N","0.0273","19.68","07-MAY-18","Item Updated"
"a8k16000000fz6JAAQ","191072004426W300","N","0.0515","57.76","08-MAY-18","Item Updated"
"a8k16000000bm7MAAQ","191071504028W300","N","0.04074","8.14","07-MAY-18","Item Updated"
"a8k16000000g0LoAAI","191071304427W300","N","0.17651","18.36","08-MAY-18","Item Updated"
"a8k16000000bm7FAAQ","191071004028W300","N","0.14063","1.75","07-MAY-18","Item Updated"
"a8k16000000g0DYAAY","191070705026W300","N","0","1.35","08-MAY-18","Item Updated"
"a8k16000000g1a9AAA","191070704722W300","N","0.03","35.92","08-MAY-18","Item Updated"
"a8k16000000fzbPAAQ","191070105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g28VAAQ","191062904028W300","N","0.00001","18.62","07-MAY-18","Item Updated"
"a8k16000000g13AAAQ","191062404821W300","N","0.0241","871.82","08-MAY-18","Item Updated"
"a8k16000000fy3UAAQ","191062304723W300","N","0.152","0","08-MAY-18","Item Updated"
"a8k16000000bm7YAAQ","191061604028W300","N","0.04396","8.07","07-MAY-18","Item Updated"
"a8k16000000fxVpAAI","191060704819W300","N","0.0116","1225.04","08-MAY-18","Item Updated"
"a8k16000000fxmxAAA","191060605026W300","N","0","7.16","08-MAY-18","Item Updated"
"a8k16000000fzR0AAI","191060605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g28bAAA","191060304028W300","N","0.00001","14.95","07-MAY-18","Item Updated"
"a8k16000000fziSAAQ","191060105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g28UAAQ","191052904028W300","N","0.00189","4.6","07-MAY-18","Item Updated"
"a8k16000000fzH3AAI","191051904426W300","N","0.008","24.92","08-MAY-18","Item Updated"
"a8k16000000g20OAAQ","191051804923W300","N","0.04181","618.61","08-MAY-18","Item Updated"
"a8k16000000fzKYAAY","191051705223W300","N","0.03905","72.96","08-MAY-18","Item Updated"
"a8k16000000fz36AAA","191051605223W300","N","0.03905","277.66","08-MAY-18","Item Updated"
"a8k16000000g28RAAQ","191051504028W300","N","0.0355","9.69","07-MAY-18","Item Updated"
"a8k16000000g0x1AAA","191051405124W300","N","0.0507","319.22","08-MAY-18","Item Updated"
"a8k16000000bm7EAAQ","191051004028W300","N","0","8.56","07-MAY-18","Item Updated"
"a8k16000000g0wKAAQ","191050705323W300","N","0.03905","527.67","08-MAY-18","Item Updated"
"a8k16000000fz7LAAQ","191050505323W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000fxywAAA","191050105027W300","N","0","43.01","08-MAY-18","Item Updated"
"a8k16000000fzsoAAA","191043305223W300","N","0.03905","8.6","08-MAY-18","Item Updated"
"a8k16000000g1urAAA","191042704723W300","N","0","11.52","08-MAY-18","Item Updated"
"a8k16000000fzbHAAQ","191041804923W302","N","0.04181","257.94","08-MAY-18","Item Updated"
"a8k16000000fzHUAAY","191041705223W300","N","0.03905","9.41","08-MAY-18","Item Updated"
"a8k16000000bm7XAAQ","191041604028W300","N","0.01068","16.07","07-MAY-18","Item Updated"
"a8k16000000g1CJAAY","191040704923W300","N","0.04181","319.64","08-MAY-18","Item Updated"
"a8k16000000fzpFAAQ","191040605023W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000fz7KAAQ","191040505323W300","N","0.03627","0","08-MAY-18","Item Updated"
"a8k16000000g20HAAQ","191040404821W300","N","0.00872","915.28","08-MAY-18","Item Updated"
"a8k16000000fxuyAAA","191040105027W300","N","0","13.45","08-MAY-18","Item Updated"
"a8k16000000g107AAA","191040104723W300","N","0","16.56","08-MAY-18","Item Updated"
"a8k16000000fzNDAAY","191032904426W300","N","0.002","36.93","08-MAY-18","Item Updated"
"a8k16000000fz7GAAQ","191031705223W300","N","0.03905","63.7","08-MAY-18","Item Updated"
"a8k16000000fz31AAA","191031605223W300","N","0.03905","20.62","08-MAY-18","Item Updated"
"a8k16000000g0wfAAA","191031505124W300","N","0.0507","393.16","08-MAY-18","Item Updated"
"a8k16000000g1J1AAI","191031305027W300","N","0","20.14","08-MAY-18","Item Updated"
"a8k16000000g0HsAAI","191031205027W300","N","0","25.98","08-MAY-18","Item Updated"
"a8k16000000fzB2AAI","191030705323W300","N","0.03905","31.95","08-MAY-18","Item Updated"
"a8k16000000g13iAAA","191030704923W300","N","0.04181","807.24","08-MAY-18","Item Updated"
"a8k16000000fzBjAAI","191030105024W300","N","0.023","0","08-MAY-18","Item Updated"
"a8k16000000g28tAAA","191022104028W300","N","0.09375","2.7","07-MAY-18","Item Updated"
"a8k16000000g1IyAAI","191021305027W300","N","0","13.89","08-MAY-18","Item Updated"
"a8k16000000g0JVAAY","191021304427W300","N","0.132","0","08-MAY-18","Item Updated"
"a8k16000000g28jAAA","191021004028W300","N","0.00878","37.67","07-MAY-18","Item Updated"
"a8k16000000fxmwAAA","191020605026W300","N","0","12.55","08-MAY-18","Item Updated"
