"ID","WELL_LOCATION","SINGLE_WELL_BATTERY","GAS_OIL_RATIO","SUM(DBT.TICKET_SHIPMENT_OIL)","MAX(DBT.PRODUCTION_DATE)","STATUS"
"a8k16000000g1pqAAA","111062504820W302","Y","0.07067","93.84","08-MAY-18","Item Updated"
"a8k16000000fzVJAAY","111062504920W300","Y","0.40077","0","03-MAY-18","Item Updated"
"a8k16000000fxhHAAQ","111062504923W300","Y","0.3623","38.63","08-MAY-18","Item Updated"
"a8k16000000g0SCAAY","111062504925W300","Y","0.17032","19.68","09-MAY-18","Item Updated"
"a8k1L000000KyocQAC","111062505123W304","Y","0.19746","0","09-MAY-18","Item Updated"
"a8k16000000fyJEAAY","111062604822W302","Y","0.0823","0","08-MAY-18","Item Updated"
"a8k16000000fzobAAA","111062704527W300","Y","0.05405","0","08-MAY-18","Item Updated"
"a8k16000000fzHIAAY","111062704826W300","Y","0.48412","18.72","08-MAY-18","Item Updated"
"a8k16000000g0UFAAY","111062704827W302","Y","0.10193","66.17","09-MAY-18","Item Updated"
"a8k16000000g1xWAAQ","111062705126W302","Y","0.17942","30.77","08-MAY-18","Item Updated"
"a8k16000000g110AAA","111062804822W302","Y","0.08563","34.65","08-MAY-18","Item Updated"
"a8k16000000fyX5AAI","111063004922W300","Y","0.0463","64.59","09-MAY-18","Item Updated"
"a8k16000000g13SAAQ","111063104922W303","Y","0.26063","0","09-MAY-18","Item Updated"
"a8k16000000g0KvAAI","111063104924W300","Y","0.348","0","08-MAY-18","Item Updated"
"a8k16000000fznRAAQ","111063105124W300","Y","0.1323","47.41","08-MAY-18","Item Updated"
"a8k16000000g041AAA","111063204825W300","Y","0","15.34","09-MAY-18","Item Updated"
"a8k16000000g1qbAAA","111063204925W302","Y","0.23563","0","08-MAY-18","Item Updated"
"a8k16000000fyWFAAY","111063404822W302","Y","0.03","0","09-MAY-18","Item Updated"
"a8k16000000g1zIAAQ","111063404924W304","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000g1lKAAQ","111063405123W302","Y","0.07427","0","08-MAY-18","Item Updated"
"a8k16000000fxkWAAQ","111063504923W300","Y","0.4323","0","08-MAY-18","Item Updated"
"a8k16000000fxYbAAI","111063605126W300","Y","0.30316","23.06","08-MAY-18","Item Updated"
"a8k16000000fzYoAAI","111070105121W300","Y","0.01479","25.57","08-MAY-18","Item Updated"
"a8k16000000fxnyAAA","111070204922W303","Y","0.17289","0","08-MAY-18","Item Updated"
"a8k16000000fxrpAAA","111070204923W302","Y","0.0863","40.87","09-MAY-18","Item Updated"
"a8k16000000fy3YAAQ","111070205123W300","Y","0.1373","41.58","09-MAY-18","Item Updated"
"a8k16000000fzSlAAI","111070304525W300","Y","0.14","0","09-MAY-18","Item Updated"
"a8k16000000fz9IAAQ","111070305122W300","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000g0djAAA","111070404423W300","Y","0.03462","32.34","08-MAY-18","Item Updated"
"a8k16000000fyK0AAI","111070405022W300","Y","0.13515","16.15","09-MAY-18","Item Updated"
"a8k16000000fxcOAAQ","111070505225W300","Y","0.28766","17.37","08-MAY-18","Item Updated"
"a8k16000000g1n8AAA","111070605024W304","Y","0.01716","26.94","08-MAY-18","Item Updated"
"a8k16000000fxfNAAQ","111070605225W300","Y","0","64.41","09-MAY-18","Item Updated"
"a8k16000000g1xKAAQ","111070704825W300","Y","0.0873","66.89","09-MAY-18","Item Updated"
"a8k16000000fySaAAI","111070704922W300","Y","0.05659","32.44","09-MAY-18","Item Updated"
"a8k16000000fxljAAA","111070705025W302","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fzGlAAI","111070904423W300","Y","0.16301","34.07","09-MAY-18","Item Updated"
"a8k16000000g0jbAAA","111070904825W300","Y","0.04708","74.71","09-MAY-18","Item Updated"
"a8k16000000fyKBAAY","111070905022W300","Y","0.16897","0","09-MAY-18","Item Updated"
"a8k16000000fxlqAAA","111070905025W300","Y","0.01926","9.15","08-MAY-18","Item Updated"
"a8k16000000fzCuAAI","111070905122W304","Y","0","35.91","08-MAY-18","Item Updated"
"a8k16000000fyWMAAY","111071004922W300","Y","0.15714","0","09-MAY-18","Item Updated"
"a8k16000000g1DOAAY","111071005123W302","Y","0.04008","0","09-MAY-18","Item Updated"
"a8k16000000g08dAAA","111071105027W300","Y","0.1383","47.35","08-MAY-18","Item Updated"
"a8k16000000g0SRAAY","111071105227W300","Y","0.1073","78.34","09-MAY-18","Item Updated"
"a8k16000000g1wEAAQ","111071204822W303","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fxtJAAQ","111071604922W300","Y","0.0023","17.9","08-MAY-18","Item Updated"
"a8k16000000g1KWAAY","111071605024W304","Y","0","21.48","08-MAY-18","Item Updated"
"a8k16000000fzItAAI","111071705122W300","Y","0.23225","33.93","08-MAY-18","Item Updated"
"a8k16000000fyWtAAI","111071804922W300","Y","0.2373","0","09-MAY-18","Item Updated"
"a8k16000000fzRPAAY","111071904819W300","Y","0.04037","0","08-MAY-18","Item Updated"
"a8k1L000000KyrvQAC","111071905024W303","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fzcrAAA","111072105020W300","Y","0.04671","20.37","08-MAY-18","Item Updated"
"a8k16000000fzLLAAY","111072105123W300","Y","0.24022","0","09-MAY-18","Item Updated"
"a8k16000000fzyTAAQ","111072305125W300","Y","0.24684","27.14","08-MAY-18","Item Updated"
"a8k16000000g12tAAA","111072404923W300","Y","0.3823","0","09-MAY-18","Item Updated"
"a8k16000000g0dDAAQ","111072504628W300","Y","0.2073","0","09-MAY-18","Item Updated"
"a8k16000000g0Q8AAI","111072504728W302","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000g1r6AAA","111072504925W303","Y","0.42698","19.68","09-MAY-18","Item Updated"
"a8k16000000fyHiAAI","111072505026W300","Y","0.17133","22.39","08-MAY-18","Item Updated"
"a8k16000000g1k2AAA","111072705123W302","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fyEjAAI","111072705126W300","Y","0.0908","0","08-MAY-18","Item Updated"
"a8k16000000g1nmAAA","111072805123W302","Y","0.32554","0","09-MAY-18","Item Updated"
"a8k16000000fyI5AAI","111072905125W303","Y","0.356","41.3","08-MAY-18","Item Updated"
"a8k16000000fz1uAAA","111073104919W302","Y","0.0023","202.65","09-MAY-18","Item Updated"
"a8k1L000000KykKQAS","111073105022W302","Y","0.96476","0","08-MAY-18","Item Updated"
"a8k1L000000Kyq2QAC","111073105024W302","Y","0.00498","0","08-MAY-18","Item Updated"
"a8k16000000g03eAAA","111073204727W300","Y","0.06622","21.07","08-MAY-18","Item Updated"
"a8k16000000fz1gAAA","111073204819W300","Y","0.16538","0","08-MAY-18","Item Updated"
"a8k16000000k9c6AAA","111073204925W303","Y","0.0023","0.18","09-MAY-18","Item Updated"
"a8k16000000g1DNAAY","111073304920W303","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000fxVvAAI","111073305022W302","Y","0.4023","0","09-MAY-18","Item Updated"
"a8k16000000fz0kAAA","111073405021W302","Y","0","47.81","08-MAY-18","Item Updated"
"a8k16000000g1xJAAQ","111073504728W303","Y","0.40949","21.37","08-MAY-18","Item Updated"
"a8k16000000fxojAAA","111073504822W300","Y","0.00285","21.46","08-MAY-18","Item Updated"
"a8k16000000fxkXAAQ","111073504923W300","Y","0.163","0","09-MAY-18","Item Updated"
"a8k16000000fyUyAAI","111073505126W302","Y","0","47.61","09-MAY-18","Item Updated"
"a8k16000000fzJeAAI","111073604920W300","Y","0.35244","78.97","09-MAY-18","Item Updated"
"a8k16000000fxU5AAI","111080104828W300","Y","0.33986","0","08-MAY-18","Item Updated"
"a8k16000000fzSmAAI","111080304525W300","Y","0.25848","0","09-MAY-18","Item Updated"
"a8k16000000g2B6AAI","111080304922W302","Y","0.0642","20.67","08-MAY-18","Item Updated"
"a8k16000000fzCCAAY","111080305020W300","Y","0.07415","35.97","08-MAY-18","Item Updated"
"a8k16000000fz9LAAQ","111080305122W303","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g0dkAAA","111080404423W300","Y","0.0423","0","09-MAY-18","Item Updated"
"a8k16000000fyNeAAI","111080404922W302","Y","0.0623","21.2","08-MAY-18","Item Updated"
"a8k1L000000KyqeQAC","111080405022W302","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fyIKAAY","111080505125W300","Y","0.65231","0","08-MAY-18","Item Updated"
"a8k16000000fzheAAA","111080704726W300","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fySbAAI","111080704922W300","Y","0.4523","0","08-MAY-18","Item Updated"
"a8k16000000fz1IAAQ","111080705223W300","Y","0.14135","21.44","08-MAY-18","Item Updated"
"a8k16000000fzGmAAI","111080904423W302","Y","0.14332","0","09-MAY-18","Item Updated"
"a8k16000000g2AvAAI","111080904825W302","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fzJZAAY","111080904920W302","Y","0.03446","20.18","09-MAY-18","Item Updated"
"a8k16000000fyKCAAY","111080905022W302","Y","0.14828","18.17","08-MAY-18","Item Updated"
"a8k16000000g0CDAAY","111081005125W300","Y","0.0023","0","02-MAY-18","Item Updated"
"a8k16000000g01AAAQ","111081105024W304","Y","0","20.49","08-MAY-18","Item Updated"
"a8k16000000g1PsAAI","111081304626W303","Y","0.24329","0","09-MAY-18","Item Updated"
"a8k16000000fzgOAAQ","111081305123W300","Y","0","306.88","09-MAY-18","Item Updated"
"a8k16000000fxvhAAA","111081504923W300","Y","0.01","0","09-MAY-18","Item Updated"
"a8k16000000fxxCAAQ","111081704922W300","Y","0.2023","0","08-MAY-18","Item Updated"
"a8k16000000fxcjAAA","111081705024W304","Y","0.09866","0","08-MAY-18","Item Updated"
"a8k16000000fyVMAAY","111081805125W300","Y","0.55218","0","09-MAY-18","Item Updated"
"a8k16000000fzGeAAI","111081904919W300","Y","0.06317","15.64","08-MAY-18","Item Updated"
"a8k16000000fxWHAAY","111082104923W300","Y","0","60.37","09-MAY-18","Item Updated"
"a8k16000000fzcsAAA","111082105020W300","Y","0.31526","44.05","08-MAY-18","Item Updated"
"a8k16000000fzLMAAY","111082105123W300","Y","0.10154","39.77","08-MAY-18","Item Updated"
"a8k16000000g1r2AAA","111082305022W300","Y","0","65.52","09-MAY-18","Item Updated"
"a8k16000000fxeRAAQ","111082404923W302","Y","0.1273","40.08","09-MAY-18","Item Updated"
"a8k16000000fzoQAAQ","111082504527W300","Y","0","15.06","08-MAY-18","Item Updated"
"a8k16000000g0dEAAQ","111082504628W300","Y","0.28801","0","08-MAY-18","Item Updated"
"a8k16000000g0SGAAY","111082504925W303","Y","0.2523","35.33","08-MAY-18","Item Updated"
"a8k16000000g142AAA","111082504927W302","Y","0.1757","0","09-MAY-18","Item Updated"
"a8k16000000fyHjAAI","111082505026W300","Y","0.16225","24.22","08-MAY-18","Item Updated"
"a8k16000000g19cAAA","111082505124W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fznTAAQ","111082505125W300","Y","0.15022","0","09-MAY-18","Item Updated"
"a8k16000000g1cwAAA","111082605021W300","Y","0.00294","42.98","08-MAY-18","Item Updated"
"a8k16000000fy4MAAQ","111082704922W300","Y","0.15371","47.79","09-MAY-18","Item Updated"
"a8k16000000fzjwAAA","111082705020W300","Y","0.4523","0","09-MAY-18","Item Updated"
"a8k16000000fz0ZAAQ","111082705021W300","Y","0","101.28","09-MAY-18","Item Updated"
"a8k16000000fxsMAAQ","111082804822W302","Y","0.2423","32.9","08-MAY-18","Item Updated"
"a8k16000000fznbAAA","111082805020W300","Y","0.2573","17.69","08-MAY-18","Item Updated"
"a8k16000000g29jAAA","111082905120W300","Y","0.02565","19.14","08-MAY-18","Item Updated"
"a8k16000000fxjTAAQ","111083104922W300","Y","0.11167","22.1","09-MAY-18","Item Updated"
"a8k16000000fxqvAAA","111083105024W300","Y","0.0182","0","08-MAY-18","Item Updated"
"a8k16000000g1ryAAA","111083105025W302","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g1ctAAA","111083105123W302","Y","0.01","0","09-MAY-18","Item Updated"
"a8k16000000fxzRAAQ","111083204722W302","Y","0.34085","0","08-MAY-18","Item Updated"
"a8k16000000bm9nAAA","111083204925W303","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000g19TAAQ","111083304920W303","Y","0","44.07","09-MAY-18","Item Updated"
"a8k16000000fxZqAAI","111083404822W300","Y","0.0523","23.3","08-MAY-18","Item Updated"
"a8k1L000000Kyt8QAC","111083504728W302","Y","0.38","0","09-MAY-18","Item Updated"
"a8k16000000fyHwAAI","111083505026W302","Y","0.14388","0","08-MAY-18","Item Updated"
"a8k16000000fzrTAAQ","111083605023W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fzYqAAI","111090105121W300","Y","0","39.85","08-MAY-18","Item Updated"
"a8k16000000fz8cAAA","111090205020W300","Y","0.383","0","09-MAY-18","Item Updated"
"a8k16000000fzSnAAI","111090304525W300","Y","0.02184","18.61","08-MAY-18","Item Updated"
"a8k16000000fxsAAAQ","111090304922W302","Y","0","52.76","09-MAY-18","Item Updated"
"a8k1L000000CafaQAC","111090404922W302","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fzW9AAI","111090704625W300","Y","0.11729","36.6","09-MAY-18","Item Updated"
"a8k16000000fzDTAAY","111090704919W300","Y","0.33257","43.77","08-MAY-18","Item Updated"
"a8k16000000fyScAAI","111090704922W300","Y","0.1023","0","08-MAY-18","Item Updated"
"a8k16000000g0tDAAQ","111090705024W302","Y","0.0423","48.83","09-MAY-18","Item Updated"
"a8k16000000fz9CAAQ","111090705120W300","Y","0.15093","20.19","08-MAY-18","Item Updated"
"a8k16000000fz1KAAQ","111090705223W303","Y","0.13936","59.26","08-MAY-18","Item Updated"
"a8k16000000fxfSAAQ","111090705225W300","Y","0.27836","0","08-MAY-18","Item Updated"
"a8k16000000g1DsAAI","111090805223W300","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fzJbAAI","111090904920W302","Y","0.34467","0","03-MAY-18","Item Updated"
"a8k16000000fxWVAAY","111090904922W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g1KFAAY","111090905022W303","Y","0.4733","0","08-MAY-18","Item Updated"
"a8k16000000fzo4AAA","111091104627W300","Y","0.30541","13.75","08-MAY-18","Item Updated"
"a8k16000000g19aAAA","111091104728W303","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k1L000000KyjQQAS","111091104922W302","Y","0.05097","21.02","08-MAY-18","Item Updated"
"a8k16000000k9c7AAA","111091105024W304","Y","0.06179","63.78","09-MAY-18","Item Updated"
"a8k16000000g0xqAAA","111091204528W300","Y","0.05467","0","08-MAY-18","Item Updated"
"a8k16000000fzh4AAA","111091204626W303","Y","0.96","0","09-MAY-18","Item Updated"
"a8k16000000g11oAAA","111091404924W300","Y","0.023","0","09-MAY-18","Item Updated"
"a8k16000000fyFMAAY","111091504822W303","Y","0.05426","18.09","08-MAY-18","Item Updated"
"a8k16000000fy5WAAQ","111091504927W300","Y","0.44345","0","09-MAY-18","Item Updated"
"a8k16000000fyAWAAY","111091505126W302","Y","0.16063","43.91","08-MAY-18","Item Updated"
"a8k16000000fxtNAAQ","111091604922W300","Y","0.13","16.76","08-MAY-18","Item Updated"
"a8k16000000fxiAAAQ","111091605225W300","Y","0.21027","0","08-MAY-18","Item Updated"
"a8k16000000g1qZAAQ","111091704627W303","Y","0.43522","0","08-MAY-18","Item Updated"
"a8k16000000fxxEAAQ","111091704922W303","Y","0.0023","20.47","08-MAY-18","Item Updated"
"a8k16000000fxfdAAA","111091705024W304","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fzGgAAI","111091904919W300","Y","0.2023","0","08-MAY-18","Item Updated"
"a8k1L000000Kyt3QAC","111092104727W302","Y","0.25976","0","08-MAY-18","Item Updated"
"a8k16000000fzZTAAY","111092105020W300","Y","0.08176","0","08-MAY-18","Item Updated"
"a8k16000000g1GcAAI","111092105123W302","Y","0.03034","0","09-MAY-18","Item Updated"
"a8k16000000g0y2AAA","111092304824W303","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fy0fAAA","111092304922W304","Y","0.04102","17.77","08-MAY-18","Item Updated"
"a8k16000000fzmyAAA","111092305021W300","Y","0","7.67","08-MAY-18","Item Updated"
"a8k16000000fz63AAA","111092404920W300","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fxeSAAQ","111092404923W300","Y","0.29436","19.57","09-MAY-18","Item Updated"
"a8k16000000fzoSAAQ","111092504527W302","Y","0","43.3","09-MAY-18","Item Updated"
"a8k16000000fxhQAAQ","111092604923W300","Y","0.40971","0","08-MAY-18","Item Updated"
"a8k16000000g1vyAAA","111092605021W302","Y","0.0023","11.25","09-MAY-18","Item Updated"
"a8k16000000fxUmAAI","111092605124W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fxjUAAQ","111093104922W300","Y","0.11995","0","08-MAY-18","Item Updated"
"a8k16000000g0XtAAI","111093204322W300","Y","0.28862","0","08-MAY-18","Item Updated"
"a8k16000000g0z9AAA","111093204723W300","Y","0.22445","0","09-MAY-18","Item Updated"
"a8k16000000fy82AAA","111093304922W300","Y","0.40168","0","08-MAY-18","Item Updated"
"a8k16000000fzQ7AAI","111093404425W300","Y","0.24","0","09-MAY-18","Item Updated"
"a8k1L000000KymJQAS","111093405023W303","Y","0.27632","50.64","09-MAY-18","Item Updated"
"a8k16000000fzceAAA","111093504921W303","Y","0.18363","21.44","09-MAY-18","Item Updated"
"a8k16000000g0uOAAQ","111093604920W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fzYrAAI","111100105121W300","Y","0.01093","0","08-MAY-18","Item Updated"
"a8k16000000fxvKAAQ","111100105126W300","Y","0.10445","0","08-MAY-18","Item Updated"
"a8k16000000fzC6AAI","111100205020W302","Y","0.02467","59.95","08-MAY-18","Item Updated"
"a8k16000000fzSoAAI","111100304525W300","Y","0.08191","0","08-MAY-18","Item Updated"
"a8k16000000fy3kAAA","111100305123W300","Y","0.05271","40.37","09-MAY-18","Item Updated"
"a8k16000000g0dmAAA","111100404423W300","Y","0.2203","48.58","09-MAY-18","Item Updated"
"a8k16000000g1v5AAA","111100504821W303","Y","0.05878","0","08-MAY-18","Item Updated"
"a8k16000000g0iSAAQ","111100505024W302","Y","0","16.38","08-MAY-18","Item Updated"
"a8k1L000000KyorQAC","111100605223W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000bm9hAAA","111100704525W302","Y","0.07725","0","09-MAY-18","Item Updated"
"a8k16000000fzcDAAQ","111100705222W300","Y","0.08598","0","09-MAY-18","Item Updated"
"a8k16000000fxfTAAQ","111100705225W300","Y","0.35907","0","08-MAY-18","Item Updated"
"a8k16000000g13CAAQ","111100804922W300","Y","0.4823","18.05","08-MAY-18","Item Updated"
"a8k16000000fzAuAAI","111100904826W302","Y","0.41139","0","09-MAY-18","Item Updated"
"a8k16000000fzJcAAI","111100904920W300","Y","0.05433","18.99","08-MAY-18","Item Updated"
"a8k16000000fxWWAAY","111100904922W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fzFtAAI","111100905122W304","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fyGPAAY","111101004821W300","Y","0.06609","13.98","09-MAY-18","Item Updated"
"a8k16000000fyWNAAY","111101004922W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fzK0AAI","111101104423W300","Y","0.0852","12.09","08-MAY-18","Item Updated"
"a8k16000000fzo5AAA","111101104627W300","Y","0.30423","16.24","08-MAY-18","Item Updated"
"a8k16000000fxkmAAA","111101104922W303","Y","0.21409","21.87","09-MAY-18","Item Updated"
"a8k16000000fz6dAAA","111101204528W300","Y","0.125","23.42","08-MAY-18","Item Updated"
"a8k16000000fxeBAAQ","111101304822W302","Y","0.20683","23.23","08-MAY-18","Item Updated"
"a8k16000000fzOtAAI","111101305123W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fy3AAAQ","111101305126W303","Y","0.008","0","02-MAY-18","Item Updated"
"a8k16000000fzooAAA","111101604726W300","Y","0.4323","0","09-MAY-18","Item Updated"
"a8k16000000fxtOAAQ","111101604922W300","Y","0.2423","0","09-MAY-18","Item Updated"
"a8k16000000g06TAAQ","111101704627W300","Y","0.211","21.09","08-MAY-18","Item Updated"
"a8k16000000fxTYAAY","111101705223W302","Y","0.09046","19.82","09-MAY-18","Item Updated"
"a8k16000000fzJMAAY","111101904919W300","Y","0.13333","0","04-MAY-18","Item Updated"
"a8k16000000fyX1AAI","111101904922W300","Y","0.01974","0","08-MAY-18","Item Updated"
"a8k16000000g1GyAAI","111102104820W302","Y","0.08225","113.02","09-MAY-18","Item Updated"
"a8k16000000fzcwAAA","111102105020W302","Y","0.07467","0","09-MAY-18","Item Updated"
"a8k16000000g1uwAAA","111102105123W302","Y","0.008","19.24","08-MAY-18","Item Updated"
"a8k16000000fxaoAAA","111102204923W300","Y","0.2423","38.87","09-MAY-18","Item Updated"
"a8k16000000fzyVAAQ","111102305125W300","Y","0","14.05","08-MAY-18","Item Updated"
"a8k16000000fxeVAAQ","111102404923W303","Y","0.33482","17","09-MAY-18","Item Updated"
"a8k16000000g1y2AAA","111102405126W300","Y","0.36997","0","08-MAY-18","Item Updated"
"a8k16000000fzZ4AAI","111102504920W300","Y","0.1402","0","04-MAY-18","Item Updated"
"a8k16000000g1HFAAY","111102505026W302","Y","0.05163","18.72","08-MAY-18","Item Updated"
"a8k1L000000Kyq3QAC","111102505123W305","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k1L000000Kyq7QAC","111102505124W302","Y","0.0023","38.52","09-MAY-18","Item Updated"
"a8k16000000g1J5AAI","111102604927W302","Y","0.18897","0","08-MAY-18","Item Updated"
"a8k16000000bmALAAY","111102805123W303","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fyIAAAY","111102905125W302","Y","0.52123","22","08-MAY-18","Item Updated"
"a8k16000000fz0CAAQ","111103104919W300","Y","0.72263","0","04-MAY-18","Item Updated"
"a8k16000000fxjVAAQ","111103104922W300","Y","0.14731","19.79","08-MAY-18","Item Updated"
"a8k16000000g0O6AAI","111103104924W302","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000fyUPAAY","111103205125W300","Y","0.05167","0","02-MAY-18","Item Updated"
"a8k16000000fz4CAAQ","111103304919W300","Y","0.0423","79.86","09-MAY-18","Item Updated"
"a8k16000000fzcWAAQ","111103304920W300","Y","0","61.32","09-MAY-18","Item Updated"
"a8k16000000fy83AAA","111103304922W300","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fxZtAAI","111103404822W300","Y","0.0023","20.78","08-MAY-18","Item Updated"
"a8k16000000fyT7AAI","111103404924W303","Y","0.01171","35.99","09-MAY-18","Item Updated"
"a8k16000000fzkHAAQ","111103405022W303","Y","0.0223","0","09-MAY-18","Item Updated"
"a8k16000000fyV3AAI","111103505126W302","Y","0.2523","0","02-MAY-18","Item Updated"
"a8k16000000fzJhAAI","111103604920W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fzsPAAQ","111110104727W302","Y","0.26563","0","09-MAY-18","Item Updated"
"a8k16000000fyNBAAY","111110104924W302","Y","0.25766","0","08-MAY-18","Item Updated"
"a8k16000000g05CAAQ","111110105027W300","Y","0.1023","23.14","09-MAY-18","Item Updated"
"a8k16000000fzYsAAI","111110105121W300","Y","0","20.38","08-MAY-18","Item Updated"
"a8k16000000g1vlAAA","111110204921W302","Y","0.12003","39.28","08-MAY-18","Item Updated"
"a8k16000000fzC7AAI","111110205020W300","Y","0.04967","111.68","08-MAY-18","Item Updated"
"a8k16000000fy3dAAA","111110205123W300","Y","0.078","0","08-MAY-18","Item Updated"
"a8k16000000g0Y1AAI","111110304423W300","Y","0.09167","14.43","08-MAY-18","Item Updated"
"a8k16000000fxwxAAA","111110404821W300","Y","0.49853","0","09-MAY-18","Item Updated"
"a8k16000000g21xAAA","111110504925W304","Y","0.0023","20.38","09-MAY-18","Item Updated"
"a8k16000000g141AAA","111110605223W302","Y","0.05615","0","09-MAY-18","Item Updated"
"a8k16000000fzDmAAI","111110704423W300","Y","0.0123","52.64","09-MAY-18","Item Updated"
"a8k16000000fzwOAAQ","111110705024W303","Y","0.09395","21.08","08-MAY-18","Item Updated"
"a8k16000000g21FAAQ","111110705127W302","Y","0.2973","0","08-MAY-18","Item Updated"
"a8k16000000fzcEAAQ","111110705222W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fzFvAAI","111110905122W303","Y","0","130.63","09-MAY-18","Item Updated"
"a8k16000000fyGSAAY","111111004821W304","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fxkoAAA","111111104922W302","Y","1.19507","0","09-MAY-18","Item Updated"
"a8k16000000g1wAAAQ","111111105024W305","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fxVCAAY","111111204528W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k1L000000KyrmQAC","111111304825W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000g1HTAAY","111111605120W300","Y","0.12419","0","08-MAY-18","Item Updated"
"a8k16000000fzD6AAI","111111705223W300","Y","0.02907","21.65","08-MAY-18","Item Updated"
"a8k16000000fyX2AAI","111111904922W300","Y","0.41577","38.34","08-MAY-18","Item Updated"
"a8k16000000g0PIAAY","111112004427W300","Y","0.79571","0","09-MAY-18","Item Updated"
"a8k16000000g0POAAY","111112104427W300","Y","0.1125","0","09-MAY-18","Item Updated"
"a8k1L0000004CBBQA2","111112105022W302","Y","0.0023","39.77","08-MAY-18","Item Updated"
"a8k16000000g1oeAAA","111112105223W302","Y","0.008","345.18","09-MAY-18","Item Updated"
"a8k16000000fxapAAA","111112204923W300","Y","0.10054","38.4","08-MAY-18","Item Updated"
"a8k16000000fzELAAY","111112304826W300","Y","0.0623","0","09-MAY-18","Item Updated"
"a8k16000000fzoTAAQ","111112504527W300","Y","0.1244","0","09-MAY-18","Item Updated"
"a8k16000000g0dGAAQ","111112504628W300","Y","0.15897","19.91","08-MAY-18","Item Updated"
"a8k16000000g0W7AAI","111112504925W300","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000fyJGAAY","111112604822W302","Y","0.0623","0","09-MAY-18","Item Updated"
"a8k16000000fzqWAAQ","111112605021W300","Y","0.11246","0","09-MAY-18","Item Updated"
"a8k16000000fzdMAAQ","111112704625W300","Y","0.00132","6.4","09-MAY-18","Item Updated"
"a8k16000000fyRsAAI","111112704822W302","Y","0.0423","0","08-MAY-18","Item Updated"
"a8k16000000g0AEAAY","111112704826W300","Y","0.25207","0","09-MAY-18","Item Updated"
"a8k16000000k9cBAAQ","111112705022W302","Y","0.05802","21.26","08-MAY-18","Item Updated"
"a8k16000000fyICAAY","111112905125W302","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000fyX8AAI","111113004922W303","Y","0.25561","0","08-MAY-18","Item Updated"
"a8k16000000g0O7AAI","111113104924W300","Y","0","41.67","09-MAY-18","Item Updated"
"a8k16000000fzCdAAI","111113105022W302","Y","0.64362","0.24","08-MAY-18","Item Updated"
"a8k16000000fz5dAAA","111113204819W300","Y","0.1323","0","03-MAY-18","Item Updated"
"a8k16000000fyTvAAI","111113204925W300","Y","0.41563","4.29","08-MAY-18","Item Updated"
"a8k1L000000KypvQAC","111113205123W303","Y","0.0023","37.36","09-MAY-18","Item Updated"
"a8k16000000fyUQAAY","111113205125W300","Y","0.19043","0","08-MAY-18","Item Updated"
"a8k16000000fy84AAA","111113304922W300","Y","0.19527","0","09-MAY-18","Item Updated"
