"ID","WELL_LOCATION","SINGLE_WELL_BATTERY","GAS_OIL_RATIO","SUM(DBT.TICKET_SHIPMENT_OIL)","MAX(DBT.PRODUCTION_DATE)","STATUS"
"a8k16000000g1a6AAA","111113305020W300","Y","0.15618","22.36","08-MAY-18","Item Updated"
"a8k16000000fy9UAAQ","111113305025W300","Y","0.0023","95.93","09-MAY-18","Item Updated"
"a8k16000000fyBwAAI","111113404922W300","Y","0.25443","0","09-MAY-18","Item Updated"
"a8k16000000fxvVAAQ","111113404924W300","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fxshAAA","111113504822W300","Y","0.0173","0","09-MAY-18","Item Updated"
"a8k16000000fzchAAA","111113504921W302","Y","0.10738","0","08-MAY-18","Item Updated"
"a8k16000000fzJjAAI","111113604920W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fxkYAAQ","111113604923W300","Y","0.2123","0","08-MAY-18","Item Updated"
"a8k16000000fzgFAAQ","111120105021W303","Y","0.37118","0","08-MAY-18","Item Updated"
"a8k16000000g08SAAQ","111120105027W300","Y","0.008","19.38","08-MAY-18","Item Updated"
"a8k16000000fzrZAAQ","111120105122W300","Y","0.01897","0","09-MAY-18","Item Updated"
"a8k16000000g1vnAAA","111120204921W300","Y","0.0236","22.07","08-MAY-18","Item Updated"
"a8k16000000fzC8AAI","111120205020W300","Y","0.018","0","09-MAY-18","Item Updated"
"a8k16000000g08UAAQ","111120205027W300","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000g0Y2AAI","111120304423W300","Y","0.0603","31.6","08-MAY-18","Item Updated"
"a8k16000000fxwyAAA","111120404821W300","Y","0.70198","0","08-MAY-18","Item Updated"
"a8k16000000g1EpAAI","111120504625W303","Y","0.73571","0","09-MAY-18","Item Updated"
"a8k16000000fyRxAAI","111120504922W302","Y","0.5023","0","08-MAY-18","Item Updated"
"a8k16000000fxfCAAQ","111120505127W300","Y","0.2123","0","08-MAY-18","Item Updated"
"a8k16000000fzwSAAQ","111120705024W305","Y","0.05738","20.27","08-MAY-18","Item Updated"
"a8k16000000g1sYAAQ","111120705127W302","Y","0.83553","22.59","08-MAY-18","Item Updated"
"a8k16000000g1I8AAI","111120705222W300","Y","0.07524","0","09-MAY-18","Item Updated"
"a8k16000000fzLcAAI","111120805120W300","Y","0.0323","0","08-MAY-18","Item Updated"
"a8k16000000fzGpAAI","111120904423W300","Y","0.23741","0","09-MAY-18","Item Updated"
"a8k16000000fzE6AAI","111120904826W300","Y","0.39563","0","09-MAY-18","Item Updated"
"a8k16000000g1HdAAI","111120905019W300","Y","0.06691","58.56","08-MAY-18","Item Updated"
"a8k16000000fxpnAAA","111120905025W300","Y","0","26.15","09-MAY-18","Item Updated"
"a8k16000000g1DFAAY","111120905223W303","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fyKIAAY","111121004821W303","Y","0.11111","0","09-MAY-18","Item Updated"
"a8k16000000fyWSAAY","111121004922W300","Y","0","46.99","09-MAY-18","Item Updated"
"a8k16000000bmA1AAI","111121205024W305","Y","0.16175","0","08-MAY-18","Item Updated"
"a8k16000000fxkwAAA","111121304922W302","Y","0.0893","16.22","09-MAY-18","Item Updated"
"a8k16000000fxp9AAA","111121504922W302","Y","0.1523","0","08-MAY-18","Item Updated"
"a8k16000000fy93AAA","111121504927W300","Y","0.40631","0","06-MAY-18","Item Updated"
"a8k16000000g1DWAAY","111121505024W303","Y","0.5103","33.51","09-MAY-18","Item Updated"
"a8k16000000fxmIAAQ","111121505025W303","Y","0.27255","0","08-MAY-18","Item Updated"
"a8k16000000fzbbAAA","111121704820W300","Y","0.0023","29.95","09-MAY-18","Item Updated"
"a8k16000000fyOVAAY","111121704821W303","Y","0.14901","35.8","09-MAY-18","Item Updated"
"a8k16000000fzTGAAY","111121904427W300","Y","0.25902","0","09-MAY-18","Item Updated"
"a8k16000000g0PpAAI","111121904627W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000g17AAAQ","111121904922W303","Y","0.0023","20.45","08-MAY-18","Item Updated"
"a8k16000000fxuOAAQ","111121905025W300","Y","0.1038","44.26","09-MAY-18","Item Updated"
"a8k16000000fzLpAAI","111121905122W300","Y","0","60.25","09-MAY-18","Item Updated"
"a8k16000000fxaqAAA","111122204923W300","Y","0.44025","58.48","09-MAY-18","Item Updated"
"a8k16000000g0uRAAQ","111122205123W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fzEMAAY","111122304826W300","Y","0.23866","0","08-MAY-18","Item Updated"
"a8k16000000fy49AAA","111122304922W303","Y","0.23555","17.59","08-MAY-18","Item Updated"
"a8k16000000fxeMAAQ","111122304923W300","Y","0.2323","20.13","08-MAY-18","Item Updated"
"a8k16000000g1GBAAY","111122305126W302","Y","0","24.82","08-MAY-18","Item Updated"
"a8k16000000g0dHAAQ","111122504628W300","Y","0.1523","0","08-MAY-18","Item Updated"
"a8k16000000fzZ6AAI","111122504920W300","Y","0.12636","21.42","08-MAY-18","Item Updated"
"a8k16000000fzn7AAA","111122505021W300","Y","0.0023","40.71","09-MAY-18","Item Updated"
"a8k16000000fzV8AAI","111122505123W300","Y","0.08466","0","08-MAY-18","Item Updated"
"a8k1L000000KyqDQAS","111122505124W302","Y","0.0023","81.11","09-MAY-18","Item Updated"
"a8k16000000fzmeAAA","111122604820W300","Y","0.16071","20.28","08-MAY-18","Item Updated"
"a8k16000000fyJLAAY","111122604822W303","Y","0.08897","18.7","09-MAY-18","Item Updated"
"a8k16000000fzqXAAQ","111122605021W300","Y","0.10548","26.75","09-MAY-18","Item Updated"
"a8k16000000k9cMAAQ","111122705022W302","Y","0.0219","130.58","09-MAY-18","Item Updated"
"a8k16000000g21mAAA","111122705123W304","Y","0","19.98","08-MAY-18","Item Updated"
"a8k16000000fyOmAAI","111122804924W300","Y","0.17467","0","08-MAY-18","Item Updated"
"a8k16000000g0teAAA","111122904727W300","Y","0.09747","20.35","08-MAY-18","Item Updated"
"a8k16000000g03FAAQ","111122904827W303","Y","0.15398","0","08-MAY-18","Item Updated"
"a8k16000000fz1xAAA","111123104919W300","Y","0.068","0","09-MAY-18","Item Updated"
"a8k16000000fzWWAAY","111123204427W300","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fxncAAA","111123204922W300","Y","0.22211","19.57","09-MAY-18","Item Updated"
"a8k16000000g1oGAAQ","111123205022W304","Y","0.3323","0","09-MAY-18","Item Updated"
"a8k16000000g1DgAAI","111123205123W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fxzWAAQ","111123304722W300","Y","0.18842","10.14","08-MAY-18","Item Updated"
"a8k16000000fxWOAAY","111123304723W303","Y","0.19821","21.25","08-MAY-18","Item Updated"
"a8k16000000fyFRAAY","111123304822W302","Y","0.14074","0","09-MAY-18","Item Updated"
"a8k16000000fz11AAA","111123305022W300","Y","0.00732","0","08-MAY-18","Item Updated"
"a8k16000000g1lbAAA","111123405123W302","Y","0.1923","0","09-MAY-18","Item Updated"
"a8k16000000g0XiAAI","111123504728W304","Y","0.63456","0","08-MAY-18","Item Updated"
"a8k16000000fz0WAAQ","111123504821W300","Y","0.0579","20.65","09-MAY-18","Item Updated"
"a8k16000000fyWhAAI","111130104822W300","Y","0.203","0","09-MAY-18","Item Updated"
"a8k16000000g0vHAAQ","111130104828W300","Y","0.60363","0","08-MAY-18","Item Updated"
"a8k16000000fyFiAAI","111130104925W302","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fzJXAAY","111130204920W300","Y","0.01678","22.47","09-MAY-18","Item Updated"
"a8k16000000g1vpAAA","111130204921W302","Y","0.47861","19.08","08-MAY-18","Item Updated"
"a8k16000000g1xzAAA","111130205227W300","Y","0.31919","24.16","09-MAY-18","Item Updated"
"a8k16000000fyJWAAY","111130304922W302","Y","0.1523","19.39","08-MAY-18","Item Updated"
"a8k16000000g1GuAAI","111130305020W302","Y","0.30274","0","03-MAY-18","Item Updated"
"a8k16000000fxwzAAA","111130404821W300","Y","0.29548","0","08-MAY-18","Item Updated"
"a8k16000000g1rRAAQ","111130404826W300","Y","0.11516","17.82","09-MAY-18","Item Updated"
"a8k16000000g1CUAAY","111130504919W302","Y","0.31781","0","09-MAY-18","Item Updated"
"a8k16000000g1mcAAA","111130504925W302","Y","0.0423","0","08-MAY-18","Item Updated"
"a8k16000000g0iZAAQ","111130505024W303","Y","0.09197","0","09-MAY-18","Item Updated"
"a8k16000000fyLvAAI","111130505124W303","Y","0","110.77","09-MAY-18","Item Updated"
"a8k16000000fzxvAAA","111130605026W300","Y","0.0123","21.26","09-MAY-18","Item Updated"
"a8k16000000fz18AAA","111130605223W300","Y","0","38.6","09-MAY-18","Item Updated"
"a8k16000000fxWXAAY","111130904922W300","Y","0.128","0","09-MAY-18","Item Updated"
"a8k16000000g00wAAA","111130905024W300","Y","0.35945","0","08-MAY-18","Item Updated"
"a8k16000000fxpoAAA","111130905025W300","Y","0.08152","47.05","09-MAY-18","Item Updated"
"a8k16000000fyKJAAY","111131004821W300","Y","0.18187","18.43","09-MAY-18","Item Updated"
"a8k16000000fyQRAAY","111131005024W302","Y","0","24.78","08-MAY-18","Item Updated"
"a8k16000000g0JSAAY","111131104427W300","Y","0.32733","19.2","08-MAY-18","Item Updated"
"a8k16000000g08eAAA","111131205027W300","Y","0.5673","23.65","08-MAY-18","Item Updated"
"a8k16000000g06zAAA","111131304728W302","Y","0.88282","28.69","08-MAY-18","Item Updated"
"a8k16000000g0uzAAA","111131304825W302","Y","0.08191","62.4","09-MAY-18","Item Updated"
"a8k16000000fxpAAAQ","111131504922W300","Y","0.23592","21.15","08-MAY-18","Item Updated"
"a8k16000000fy94AAA","111131504927W300","Y","0.64119","14.63","09-MAY-18","Item Updated"
"a8k1L0000004C9aQAE","111131505223W303","Y","0.1898","83.85","09-MAY-18","Item Updated"
"a8k16000000fxtSAAQ","111131604922W303","Y","0.2023","20.15","08-MAY-18","Item Updated"
"a8k16000000g1tTAAQ","111131605223W302","Y","0","0","08-MAY-18","Item Updated"
"a8k16000000g10tAAA","111131704627W303","Y","0.008","20.03","08-MAY-18","Item Updated"
"a8k16000000fyM2AAI","111131805124W303","Y","0","74.65","09-MAY-18","Item Updated"
"a8k16000000g0WsAAI","111131904427W300","Y","0.38","0","09-MAY-18","Item Updated"
"a8k16000000g1sHAAQ","111131904924W303","Y","0.4023","0","09-MAY-18","Item Updated"
"a8k16000000fzLqAAI","111131905122W300","Y","0.12871","0","09-MAY-18","Item Updated"
"a8k16000000fxWLAAY","111132104923W300","Y","0.1023","12.18","09-MAY-18","Item Updated"
"a8k16000000fxyVAAQ","111132105025W302","Y","0.31379","0","08-MAY-18","Item Updated"
"a8k16000000fzENAAY","111132304826W300","Y","0.1148","0","08-MAY-18","Item Updated"
"a8k1L000000Kyp6QAC","111132305028W303","Y","0.11161","23.67","08-MAY-18","Item Updated"
"a8k16000000fzfJAAQ","111132404820W300","Y","0.0883","55.41","08-MAY-18","Item Updated"
"a8k16000000fz9qAAA","111132404920W302","Y","0.008","15.26","09-MAY-18","Item Updated"
"a8k16000000fzA0AAI","111132504920W300","Y","0.246","232.38","09-MAY-18","Item Updated"
"a8k16000000fxhLAAQ","111132504923W300","Y","0.17623","0","09-MAY-18","Item Updated"
"a8k16000000fzjkAAA","111132505020W300","Y","0.13458","0","09-MAY-18","Item Updated"
"a8k16000000g1umAAA","111132604820W303","Y","0.14862","26.79","09-MAY-18","Item Updated"
"a8k16000000fxh3AAA","111132704822W300","Y","0.05615","0","09-MAY-18","Item Updated"
"a8k16000000fzZBAAY","111132704920W300","Y","0.12538","24.31","09-MAY-18","Item Updated"
"a8k16000000fzdHAAQ","111132705022W300","Y","0.6223","0","09-MAY-18","Item Updated"
"a8k16000000fzUZAAY","111132705123W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fyOnAAI","111132804924W300","Y","0","18.68","09-MAY-18","Item Updated"
"a8k1L000000KysKQAS","111133005122W303","Y","0.16565","0","09-MAY-18","Item Updated"
"a8k16000000fz1yAAA","111133104919W300","Y","0.025","0","09-MAY-18","Item Updated"
"a8k16000000g1z3AAA","111133204723W300","Y","0.34167","0","09-MAY-18","Item Updated"
"a8k16000000fzjRAAQ","111133205123W300","Y","0.0023","39.19","08-MAY-18","Item Updated"
"a8k16000000fyFUAAY","111133304822W300","Y","0.11889","20.67","08-MAY-18","Item Updated"
"a8k16000000fz14AAA","111133305022W300","Y","0.0174","0","08-MAY-18","Item Updated"
"a8k16000000fxXqAAI","111133305125W302","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fyByAAI","111133404922W302","Y","0.12922","35.66","08-MAY-18","Item Updated"
"a8k16000000g1leAAA","111133405123W302","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fz0XAAQ","111133504821W300","Y","0.27378","9.01","08-MAY-18","Item Updated"
"a8k16000000fxjMAAQ","111133504924W302","Y","0","44","08-MAY-18","Item Updated"
"a8k16000000fxYOAAY","111133505126W302","Y","0.11469","27.6","08-MAY-18","Item Updated"
"a8k16000000fzJlAAI","111133604920W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fxwdAAA","111133604923W300","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fz8WAAQ","111140105020W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k1L000000KypkQAC","111140105025W304","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fyFzAAI","111140205022W300","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000g0yKAAQ","111140205026W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fxtAAAQ","111140304821W302","Y","0.43087","0","09-MAY-18","Item Updated"
"a8k16000000fxx1AAA","111140404821W303","Y","0.15333","0","09-MAY-18","Item Updated"
"a8k16000000g0cVAAQ","111140405024W304","Y","0.06958","0","08-MAY-18","Item Updated"
"a8k16000000g1tcAAA","111140605223W303","Y","0","42.53","09-MAY-18","Item Updated"
"a8k1L0000008OqpQAE","111140705127W304","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fxWYAAY","111140904922W300","Y","0","32.68","08-MAY-18","Item Updated"
"a8k16000000fzVRAAY","111140905019W302","Y","0","71.69","08-MAY-18","Item Updated"
"a8k16000000fxfYAAQ","111140905225W300","Y","0.54034","0","08-MAY-18","Item Updated"
"a8k16000000g14hAAA","111141004825W304","Y","0.5295","0","08-MAY-18","Item Updated"
"a8k16000000g0JTAAY","111141104427W300","Y","0.36364","0","09-MAY-18","Item Updated"
"a8k16000000g0uBAAQ","111141204528W300","Y","0.12116","42.8","08-MAY-18","Item Updated"
"a8k16000000fzhGAAQ","111141204626W303","Y","0.08333","17.96","09-MAY-18","Item Updated"
"a8k1L000000KyrkQAC","111141304728W302","Y","0","0","09-MAY-18","Item Updated"
"a8k16000000fz1rAAA","111141305222W300","Y","0.10597","26.26","09-MAY-18","Item Updated"
"a8k16000000g0LDAAY","111141405125W303","Y","0","95.69","09-MAY-18","Item Updated"
"a8k1L000000KytmQAC","111141505223W303","Y","0.33874","0","09-MAY-18","Item Updated"
"a8k16000000fxtTAAQ","111141604922W300","Y","0.0373","23.12","09-MAY-18","Item Updated"
"a8k16000000g06aAAA","111141704627W303","Y","0.15615","0","09-MAY-18","Item Updated"
"a8k16000000fxfiAAA","111141705024W302","Y","0.16531","23.68","08-MAY-18","Item Updated"
"a8k16000000g1oMAAQ","111141805127W302","Y","0.9183","20.95","09-MAY-18","Item Updated"
"a8k16000000g1A1AAI","111141904822W303","Y","0.30802","16.34","09-MAY-18","Item Updated"
"a8k16000000g1LaAAI","111141904919W302","Y","0.05944","0","08-MAY-18","Item Updated"
"a8k16000000fxYkAAI","111141905125W303","Y","0","90.44","09-MAY-18","Item Updated"
"a8k16000000g0PxAAI","111142004627W303","Y","0.44119","0","09-MAY-18","Item Updated"
"a8k16000000fyKZAAY","111142104924W302","Y","0.07547","33.03","09-MAY-18","Item Updated"
"a8k16000000fzLSAAY","111142105123W300","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000fzLUAAY","111142105123W303","Y","0.0623","0","01-MAY-18","Item Updated"
"a8k16000000fyABAAY","111142105125W300","Y","0.33806","21.14","09-MAY-18","Item Updated"
"a8k16000000g1klAAA","111142204727W302","Y","0.008","19.69","08-MAY-18","Item Updated"
"a8k16000000g0SsAAI","111142304427W300","Y","0.60554","0","08-MAY-18","Item Updated"
"a8k16000000g0ABAAY","111142304728W302","Y","0.63698","15.45","08-MAY-18","Item Updated"
"a8k16000000fy4CAAQ","111142304922W300","Y","0.0023","17.07","08-MAY-18","Item Updated"
"a8k16000000fzoUAAQ","111142504527W300","Y","0.06956","0","09-MAY-18","Item Updated"
"a8k1L000000KyrpQAC","111142504825W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fzZ8AAI","111142504920W302","Y","0.04073","43.92","08-MAY-18","Item Updated"
"a8k16000000fxhNAAQ","111142504923W300","Y","0.2063","16.18","08-MAY-18","Item Updated"
"a8k16000000fzV9AAI","111142505123W300","Y","0.40999","0","09-MAY-18","Item Updated"
"a8k16000000g1ruAAA","111142704822W303","Y","0.04081","18.17","08-MAY-18","Item Updated"
"a8k16000000fxkRAAQ","111142704923W300","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fyIZAAY","111142705126W300","Y","0.033","0","09-MAY-18","Item Updated"
"a8k16000000g1EsAAI","111142804924W302","Y","0.01873","0","08-MAY-18","Item Updated"
"a8k16000000k9bwAAA","111142805125W302","Y","0.0023","0","08-MAY-18","Item Updated"
"a8k16000000g0tfAAA","111142904727W300","Y","0","23.08","08-MAY-18","Item Updated"
"a8k16000000fyIEAAY","111142905125W300","Y","0.41331","21.32","09-MAY-18","Item Updated"
"a8k16000000fyXAAAY","111143004922W300","Y","0.13109","0","09-MAY-18","Item Updated"
"a8k16000000fxnZAAQ","111143104922W300","Y","0.263","0","08-MAY-18","Item Updated"
"a8k16000000fyTmAAI","111143104925W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fzjSAAQ","111143205123W300","Y","0.12274","21.32","08-MAY-18","Item Updated"
"a8k16000000fxWPAAY","111143304723W300","Y","0.24482","0","09-MAY-18","Item Updated"
"a8k16000000fy86AAA","111143304922W300","Y","0.0903","41.87","08-MAY-18","Item Updated"
"a8k1L000000KyqMQAS","111143305022W302","Y","0.0023","0","09-MAY-18","Item Updated"
"a8k16000000fxXsAAI","111143305125W302","Y","0","28.69","08-MAY-18","Item Updated"
"a8k16000000g1KAAAY","111143404922W303","Y","0.33545","21.35","08-MAY-18","Item Updated"
"a8k16000000fznwAAA","111143405022W304","Y","0","35.84","08-MAY-18","Item Updated"
"a8k16000000g1ljAAA","111143405123W302","Y","0.0423","0","09-MAY-18","Item Updated"
"a8k16000000fz4mAAA","111143505021W300","Y","0","36.81","08-MAY-18","Item Updated"
"a8k16000000fzsAAAQ","111143604527W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000fzJoAAI","111143604920W302","Y","0.111","0","09-MAY-18","Item Updated"
"a8k16000000g1mVAAQ","111143605025W303","Y","0.38763","0","09-MAY-18","Item Updated"
"a8k16000000fyH2AAI","111150104928W300","Y","0.6523","0","08-MAY-18","Item Updated"
"a8k16000000fz8XAAQ","111150105020W300","Y","0.008","0","08-MAY-18","Item Updated"
"a8k16000000fzYvAAI","111150105121W300","Y","0.12289","20.09","08-MAY-18","Item Updated"
"a8k16000000fxo2AAA","111150204922W303","Y","0.36263","67.51","08-MAY-18","Item Updated"
"a8k16000000fyLAAAY","111150204928W302","Y","0.22983","0","08-MAY-18","Item Updated"
"a8k16000000fzC9AAI","111150205020W300","Y","0.038","44.43","08-MAY-18","Item Updated"
"a8k16000000fy3iAAA","111150205123W300","Y","0.1723","0","08-MAY-18","Item Updated"
"a8k16000000g1zZAAQ","111150304824W300","Y","0.12","0","09-MAY-18","Item Updated"
"a8k16000000fxezAAA","111150305025W302","Y","0","22.48","08-MAY-18","Item Updated"
"a8k16000000fxx4AAA","111150404821W303","Y","0.1396","0","08-MAY-18","Item Updated"
"a8k16000000g0cWAAQ","111150405024W300","Y","0","35.48","09-MAY-18","Item Updated"
"a8k16000000fy0vAAA","111150504821W303","Y","0.0581","0","08-MAY-18","Item Updated"
"a8k16000000g0uyAAA","111150605223W302","Y","1.5023","0","09-MAY-18","Item Updated"
"a8k16000000g29nAAA","111150704525W302","Y","0.07392","0","08-MAY-18","Item Updated"
"a8k16000000fxZNAAY","111150704625W303","Y","0.29426","13.29","09-MAY-18","Item Updated"
"a8k16000000fzDVAAY","111150704919W302","Y","0.10516","21.42","08-MAY-18","Item Updated"
"a8k16000000fySiAAI","111150704922W300","Y","0.0023","39.91","08-MAY-18","Item Updated"
"a8k16000000g1E3AAI","111150805223W300","Y","0.04897","0","09-MAY-18","Item Updated"
"a8k16000000fxWZAAY","111150904922W300","Y","0","16.46","08-MAY-18","Item Updated"
"a8k16000000g0xrAAA","111151204528W300","Y","0.008","0","09-MAY-18","Item Updated"
"a8k16000000g1w7AAA","111151204924W300","Y","0.07661","52","08-MAY-18","Item Updated"
"a8k16000000g09vAAA","111151304728W303","Y","0.4673","0","08-MAY-18","Item Updated"
"a8k16000000fy1AAAQ","111151304923W300","Y","0.4718","21.42","08-MAY-18","Item Updated"
"a8k16000000fzcFAAQ","111151305222W300","Y","0.12348","0","09-MAY-18","Item Updated"
"a8k16000000fyFOAAY","111151504822W302","Y","0.01612","19.34","08-MAY-18","Item Updated"
"a8k16000000g0vzAAA","111151504826W300","Y","0.2023","0","09-MAY-18","Item Updated"
"a8k1L0000004CAwQAM","111151505026W303","Y","0.0023","85.37","09-MAY-18","Item Updated"
"a8k16000000g1DSAAY","111151704819W302","Y","0.0023","0","03-MAY-18","Item Updated"
"a8k16000000fzRSAAY","111151904819W300","Y","0","72.85","09-MAY-18","Item Updated"
"a8k16000000bmAGAAY","111151904919W303","Y","0.17768","20.61","08-MAY-18","Item Updated"
"a8k16000000fxsHAAQ","111152104822W300","Y","0.03154","15.3","09-MAY-18","Item Updated"
"a8k16000000g1IZAAY","111152104920W302","Y","0.11695","97.85","08-MAY-18","Item Updated"
"a8k16000000fzcxAAA","111152105020W300","Y","0.048","72.38","08-MAY-18","Item Updated"
"a8k16000000fzLXAAY","111152105123W303","Y","0.0023","0","08-MAY-18","Item Updated"
